lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1523_translation,version_1524_translation,version_1525_translation,version_1526_translation,version_1527_translation,version_1528_translation,version_1529_translation,version_1530_translation,version_1531_translation,version_1532_translation,english_translation
κοιλία,313,unigram,feminine,nominative,singular,amamentou,1.996630334909018,,mamaste,,amamentou,amamentou,,,amamentou,amamentou,,"womb, stomach, source of feelings and emotions"
ῥῆμα,208,unigram,neuter,accusative,plural,palavras,956.0636350986559,palavras,palavras,palavras,palavras,guardava,palavras,palavras,palavras,palavras,palavras,word
ῥῆμα,186,unigram,neuter,accusative,singular,palavra,12.131488672767077,palavra,palavra,palavra,entendiam,entenderam,palavra,dizer,entenderam,palavra,palavra,word
ῥῆμα,35,unigram,neuter,nominative,plural,palavras,60.25972520654769,palavras,palavras,palavras,palavras,,palavras,As,palavras,palavras,palavras,word
ῥῆμα,367,unigram,neuter,nominative,singular,nada,1.1192094516887556,,palavra,eram,,falou,nada,,,nada,,word
λόγος,187,unigram,masculine,accusative,plural,palavras,94.58984024683524,palavras,palavras,palavras,,palavras,palavras,envergonhará,ensinamentos,palavras,palavras,word
λόγος,177,unigram,masculine,accusative,singular,palavra,464842.5159776417,palavra,palavra,palavra,mensagem,mensagem,palavra,palavra,mensagem,palavra,palavra,word
λόγος,173,unigram,masculine,nominative,plural,,,Passará,palavras,,desaparecerão,minhas,Passará,minhas,desaparecerão,passarão,,word
λόγος,335,unigram,masculine,nominative,singular,palavra,15117.40106365662,palavra,palavra,palavra,mensagem,dito,palavra,palavra,mensagem,palavra,palavra,word
ἔργον,52,unigram,neuter,accusative,plural,obras,62129.371556540034,obras,obras,obras,obras,obras,obras,obras,Pai,obras,obras,work
ἔργον,107,unigram,neuter,accusative,singular,obra,35.49311120655371,,obra,obra,criticam,me,,obra,trabalho,,obra,work
ἔργον,339,unigram,neuter,nominative,plural,obras,712.8372067330279,obras,obras,obras,,mal,obras,obras,luz,obras,obras,work
ἔργον,312,unigram,neuter,nominative,singular,obra,2.5904906446839746,obra,obra,obra,obra,creiam,obra,creiam,creiam,obra,obra,work
ἐργάτης,166,unigram,masculine,nominative,plural,,,seara,seara,trabalhadores,trabalhadores,poucos,seara,trabalhadores,poucos,,,worker
ἐργάτης,238,unigram,masculine,nominative,singular,trabalhador,13.103650458598295,trabalhador,digno,trabalhador,merece,merece,trabalhador,,trabalhador,trabalhador,trabalhador,worker
ἔτος,289,unigram,neuter,accusative,plural,anos,9508205.715543538,anos,anos,anos,anos,anos,anos,anos,anos,anos,anos,year
ζεῦγος,22,unigram,neuter,accusative,plural,juntas,1.201454487260228,,,,,juntas,,,juntas,,,"yoke, pair"
