lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2314_translation,version_2315_translation,version_2316_translation,version_2317_translation,version_2318_translation,version_2319_translation,version_2320_translation,version_2321_translation,version_2322_translation,version_2323_translation,version_2324_translation,version_2325_translation,version_2326_translation,english_translation
πνεῦμα,355,uni_token,neuter,nominative,plural,邪,3.0787777018350044,邪,邪,邪,神,鬼,邪,,鬼,神,邪,鬼,風,下,"wind, breath, spirit"
πνεῦμα,369,uni_token,neuter,nominative,singular,神,5607.414901302703,神,神,靈,神,神,神,,靈,神,風,靈,風,風,"wind, breath, spirit"
λύκος,354,uni_token,masculine,nominative,plural,狼,2.971263801692432,,,,,狼,,,狼,狼,,狼,狼,狼,wolf
λύκος,344,uni_token,masculine,nominative,singular,狼,1.566195491833958,狼,,,狼,,,,狼,,,,豺,,wolf
κοιλία,449,uni_token,feminine,nominative,plural,哺,2.0955293378904316,哺,,乳,哺,哺,哺,,胎,哺,,胎,哺,奶,"womb, stomach, source of feelings and emotions"
κοιλία,677,uni_token,feminine,nominative,singular,哺,1.4569093137971134,,,育,哺,哺,,,胎,哺,興,,哺,妊,"womb, stomach, source of feelings and emotions"
ῥῆμα,567,uni_token,neuter,accusative,plural,言,41964.18331223307,言,言,言,言,言,言,,言,言,言,言,言,言,word
ῥῆμα,542,uni_token,neuter,accusative,singular,言,114.7151519891968,言,言,言,達,達,言,,言,言,言,言,言,言,word
ῥῆμα,378,uni_token,neuter,nominative,plural,言,52.17976595428574,言,言,言,虛,言,言,,言,言,,言,言,言,word
ῥῆμα,733,uni_token,neuter,nominative,singular,言,5.4413235652753205,,言,,,言,秘,,那,言,言,言,兼,都,word
λόγος,543,uni_token,masculine,accusative,plural,言,886.7798377664072,言,言,言,竟,,言,,言,言,言,言,言,言,word
λόγος,533,uni_token,masculine,accusative,singular,道,2975.0917263223027,道,言,道,道,道,道,,道,道,言,道,言,言,word
λόγος,529,uni_token,masculine,nominative,plural,廢,42.53716504409752,廢,逝,廢,廢,廢,廢,,逝,逝,言,廢,廢,廢,word
λόγος,699,uni_token,masculine,nominative,singular,,,道,言,道,道,道,言,,道,道,言,言,言,言,word
ἔργον,396,uni_token,neuter,accusative,plural,行,349.1896243253269,行,事,行,行,行,行,,行,行,行,行,功,功,work
ἔργον,459,uni_token,neuter,accusative,singular,行,5.580420311997281,行,事,行,善,行,委,,事,行,行,功,功,功,work
ἔργον,703,uni_token,neuter,nominative,plural,行,15.10950357905647,行,事,行,作,行,行,,行,行,行,作,行,功,work
ἔργον,676,uni_token,neuter,nominative,singular,工,5.073505530891021,答,事,悅,稱,工,信,,工,工,工,信,功,功,work
ἐργάτης,522,uni_token,masculine,nominative,plural,穡,3.359830177022335,榖,穡,,穡,穡,穡,,穡,穡,刈,穡,豐,豐,worker
ἐργάτης,599,uni_token,masculine,nominative,singular,工,11.305623937350482,工,工,工,值,工,工,,工,堪,勿,值,工,工,worker
μέριμνα,547,uni_token,feminine,nominative,plural,貨,1.408124407452488,貨,貨,,,慾,貨,,,哽,鑚,,掛,壓,"worry, concern, desire"
μέριμνα,520,uni_token,feminine,nominative,singular,貨,1.6352708035307424,貨,貨,,,蔽,貨,,貨,哽,幻,,掛,壓,"worry, concern, desire"
ἔτος,651,uni_token,neuter,accusative,plural,年,6842214.4972480275,年,年,年,年,年,年,,年,年,年,年,年,年,year
ἔτος,559,uni_token,neuter,accusative,singular,歲,28.17872079642256,壅,歲,年,歲,歲,歲,,壅,歲,年,歲,年,年,year
ζεῦγος,365,uni_token,neuter,accusative,plural,辭,1.2973066788439278,辭,購,耦,辭,,辭,,允,驗,偶,允,軛,牽,"yoke, pair"
ζεῦγος,643,uni_token,neuter,accusative,singular,鳩,1.2013309189107515,,,,,,,,,,,,鳩,鳩,"yoke, pair"
