lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_526_translation,version_541_translation,version_527_translation,version_546_translation,version_524_translation,version_544_translation,version_534_translation,version_525_translation,version_547_translation,version_545_translation,version_539_translation,version_533_translation,version_530_translation,version_543_translation,version_536_translation,version_542_translation,version_528_translation,version_529_translation,version_537_translation,version_532_translation,version_535_translation,version_540_translation,version_538_translation,version_531_translation,english_translation
τόπος,310,unigram,masculine,accusative,plural,terremotos,3.8024320113153585,,,,terremotos,,terremotos,,,terremotos,,terremotos,terremotos,,,terremotos,terremotos,,,,,terremotos,terremotos,,,place
τόπος,335,unigram,masculine,accusative,singular,lugar,2053952045480800.8,lugar,lugar,lugar,lugar,lugar,lugar,lugar,,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,place
πρωτοκλισία,315,unigram,feminine,accusative,plural,asientos,2.076749138158041,asientos,sentarse,asientos,mejores,asientos,,puestos,,mejores,asientos,lugares,lugares,aſsientos,asientos,honor,honor,asientos,asientos,puestos,asientos,honor,honor,honor,asientos,place of honor
πρωτοκλισία,41,unigram,feminine,accusative,singular,honor,37.226571181987204,,honor,,,,,,,,,,honor,,,honor,honor,,primer,,,honor,honor,honor,,place of honor
ὄφις,117,unigram,masculine,accusative,singular,serpiente,63539.85171102785,serpiente,serpiente,serpiente,serpiente,culebra,serpiente,serpiente,,serpiente,serpiente,serpiente,serpiente,ſerpiente,serpiente,serpiente,serpiente,serpiente,serpiente,serpiente,culebra,serpiente,serpiente,serpiente,culebra,poison
σκεῦος,155,unigram,neuter,accusative,plural,atar,1.5927845412554642,,,,atar,,,,,atar,,ata,pertenencias,,,,,,,,,,,,,"possession, object, thing, jar, vessel"
σκεῦος,291,unigram,neuter,accusative,singular,,,consentía,,,,pasara,,,,,consentía,mercancías,Detuvo,consentia,,,,,consentía,,pasara,transportara,transportara,,pasara,"possession, object, thing, jar, vessel"
σκεῦος,145,unigram,neuter,nominative,plural,sacarlas,1.5292081140583405,,,tomarlos,pertenencias,sacarlas,tomarlos,recogerlas,,pertenencias,,sacarlas,,,tomarlas,Igualmente,buscarlas,tomarlos,,recogerlas,sacarlas,llevárselos,llevárselos,buscarlas,sacarlas,"possession, object, thing, jar, vessel"
δύναμις,119,unigram,feminine,accusative,plural,milagros,1624.6533400558494,,milagros,milagros,milagros,milagros,milagros,milagros,,milagros,,milagros,milagros,muchas,,milagros,milagros,milagros,muchas,milagros,milagros,milagros,milagros,milagros,milagros,"power, ability, miracle"
δύναμις,53,unigram,feminine,accusative,singular,poder,104381115.34464306,virtud,poder,poder,poder,poder,poder,poder,,poder,virtud,poder,poder,,poder,poder,poder,poder,,poder,poder,poder,poder,poder,poder,"power, ability, miracle"
δύναμις,92,unigram,feminine,nominative,plural,milagros,111014.49110933402,maravillas,milagros,milagros,milagros,milagros,milagros,milagros,,milagros,maravillas,milagros,milagros,marauillas,poderes,milagros,milagros,milagros,virtudes,milagros,milagros,milagros,milagros,milagros,milagros,"power, ability, miracle"
δύναμις,130,unigram,feminine,nominative,singular,poder,148696.57050710896,virtud,sanador,poder,poder,poder,poder,poder,,poder,virtud,poder,poder,virtud,poder,poder,poder,poder,virtud,poder,poder,poder,poder,poder,poder,"power, ability, miracle"
ἱερεύς,22,unigram,masculine,nominative,plural,profanan,2.112795014475451,profanan,turno,,,,,,,,profanan,cometen,considerados,profanã,,violan,,,profanan,,,profanan,profanan,culpe,,priest
ἱερεύς,275,unigram,masculine,nominative,singular,sacerdote,384.59063668207,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,,sacerdote,sacerdote,sacerdote,sacerdote,Sacerdote,sacerdote,venía,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,cierto,cierto,sacerdote,sacerdote,priest
φυλακή,27,unigram,feminine,accusative,singular,cárcel,73755164.52974239,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,,cárcel,cárcel,cárcel,prisión,carcel,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,cárcel,prison
προφήτης,70,unigram,masculine,accusative,plural,profetas,3119320625626.2627,profetas,profetas,profetas,profetas,profetas,profetas,profetas,,profetas,profetas,profetas,profetas,prophetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,prophet
προφήτης,226,unigram,masculine,accusative,singular,profeta,557681957999.1755,profeta,profeta,profeta,profeta,profeta,profeta,profeta,,profeta,profeta,profeta,profeta,propheta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,prophet
προφήτης,254,unigram,masculine,nominative,plural,profetas,13375709337.067333,profetas,profetas,profetas,profetas,profetas,profetas,profetas,,profetas,profetas,profetas,profetas,Prophetas,Profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,Profetas,profetas,prophet
προφήτης,301,unigram,masculine,nominative,singular,profeta,5428292449264076.0,profeta,profeta,profeta,profeta,profeta,profeta,profeta,,profeta,profeta,profeta,profeta,Propheta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,prophet
βαλλάντιον,21,unigram,neuter,accusative,singular,bolsa,3.46618591424495,bolsa,bolso,bolsa,mochila,provisiones,alforja,zurrón,,mochila,bolsa,bolsa,dinero,bolsa,bolsa,provisiones,monedero,,bolsa,zurrón,provisiones,bolsa,bolsa,monedero,provisiones,purse
ποταμός,141,unigram,masculine,nominative,plural,ríos,154.98864065851163,ríos,,ríos,,,ríos,ríos,,,ríos,,,,,ríos,ríos,ríos,ríos,ríos,ríos,,,ríos,,river
ποταμός,190,unigram,masculine,nominative,singular,río,1.1100925715373622,,,,,río,,,,,,,construye,,,inundaciones,,,,,río,cimiento,cimiento,,río,river
λῃστής,49,unigram,masculine,accusative,plural,ladrones,246.59380124639932,ladrones,,ladrones,,bandidos,ladrones,ladrones,,,ladrónes,,atacado,ladrones,ladrones,Junto,,ladrones,ladrones,ladrones,bandidos,,,demostró,bandidos,robber
λῃστής,387,unigram,masculine,accusative,singular,bandido,1.596779633988217,¿Como,,¿Como,,bandido,¿Han,,,,¿Como,,,,,bandido,bandido,—¿Como,espadas,,bandido,,,bandido,bandido,robber
λῃστής,364,unigram,masculine,nominative,plural,ladrones,273476.9652475035,ladrones,revolucionarios,ladrones,bandidos,bandidos,ladrones,ladrones,,bandidos,ladrones,ladrones,criminales,ladrones,ladrones,ladrones,bandidos,ladrones,ladrones,ladrones,bandidos,ladrones,ladrones,bandidos,bandidos,robber
λῃστής,178,unigram,masculine,nominative,singular,bandido,255.94769269269406,ladrón,,ladrón,bandido,bandido,ladrón,,,bandido,ladrón,bandido,,ladron,asaltante,bandido,bandido,,ladrón,,bandido,ladrón,ladrón,,bandido,robber
ἄρχων,233,unigram,masculine,accusative,plural,reunió,2.125903769322488,convocando,religiosos,convocando,reunió,reunió,convocó,autoridades,,reunió,convocando,gobernantes,reunió,,convocó,llamó,gobernantes,convocando,convocando,autoridades,reunió,convocó,convocó,gobernantes,reunió,ruler
ἄρχων,74,unigram,masculine,nominative,plural,gobernantes,3960.6885445802745,príncipes,líderes,gobernantes,nuestros,autoridades,gobernantes,autoridades,,nuestros,príncipes,gobernantes,líderes,principes,gobernantes,líderes,gobernantes,gobernantes,príncipes,autoridades,autoridades,gobernantes,gobernantes,gobernantes,autoridades,ruler
ἄρχων,358,unigram,masculine,nominative,singular,príncipe,455.2423316781589,príncipe,líder,principal,manda,manda,príncipe,tiraniza,,,príncipe,príncipe,príncipe,Principe,príncipe,manda,,dignatario,príncipe,tiraniza,manda,príncipe,príncipe,,manda,ruler
ἀκοή,9,unigram,feminine,accusative,plural,,,,amenazas,,pelearse,,hablar,,,pelearse,,,guerras,rumores,,rumores,,,,,,,,,,rumor
ἀκοή,85,unigram,feminine,accusative,singular,tetrarca,3.917786267661656,tetrarca,gobernante,tetrarca,Antipas,gobernaba,tetrarca,gobernaba,,Antipas,tetrarca,Antipas,tetrarca,Tetrarcha,tetrarca,gobernador,tetrarca,tetrarca,tetrarca,gobernaba,gobernaba,,,gobernador,gobernaba,rumor
ἀκοή,184,unigram,feminine,nominative,plural,,,desatada,perfectamente,desató,normalmente,,destrabó,,,normalmente,desatada,perfectamente,impedimento,,,,,desató,desatada,,,impedimento,impedimento,,,rumor
ἀκοή,375,unigram,feminine,nominative,singular,fama,25.110252865434482,fama,noticias,difundió,famoso,región,difundió,fama,,famoso,fama,traían,noticia,fama,fama,fama,fama,difundió,fama,fama,región,,,fama,región,rumor
βιβλίον,61,unigram,neuter,accusative,singular,,,,escrito,repudiarla,certificado,,,,,certificado,,carta,certificado,,despedirla,certificado,despidiera,repudiarla,,,,repudiarla,repudiarla,despidiera,,"scroll, book"
διάκονος,248,unigram,masculine,nominative,plural,probó,1.0960768946513286,,,,,,,,,,,,,,,probó,,,,,,,,,,"servant, minister, deacon"
διάκονος,102,unigram,masculine,nominative,singular,servidor,2092.0167763497016,servidor,quiera,servidor,quiere,deberá,servidor,quiere,,importante,servidor,quiera,siervo,seruidor,servidor,quiera,servidor,servidor,servidor,quiere,deberá,servidor,servidor,servidor,deberá,"servant, minister, deacon"
δοῦλος,240,unigram,masculine,accusative,plural,siervos,1343553478.9837077,siervos,siervos,siervos,sirvientes,criados,siervos,criados,,sirvientes,siervos,empleados,siervos,sieruos,siervos,siervos,siervos,siervos,esclavos,criados,criados,siervos,siervos,siervos,criados,"servant, slave"
δοῦλος,31,unigram,masculine,accusative,singular,siervo,5939174.280966626,siervo,esclavo,siervo,sirviente,criado,siervo,criado,,sirviente,siervo,siervo,siervo,sieruo,siervo,siervo,siervo,siervo,esclavo,criado,criado,siervo,siervo,siervo,criado,"servant, slave"
δοῦλος,115,unigram,masculine,nominative,plural,siervos,95995337.77782492,siervos,sirvientes,siervos,sirvientes,criados,siervos,criados,,sirvientes,siervos,,siervos,sieruos,siervos,siervos,siervos,siervos,esclavos,criados,criados,siervos,siervos,siervos,criados,"servant, slave"
δοῦλος,234,unigram,masculine,nominative,singular,siervo,3190.4056961612273,siervo,amo,siervo,sirviente,criado,siervo,criado,,sirviente,siervo,sirviente,siervo,sieruo,siervo,siervo,siervo,siervo,esclavo,criado,criado,siervo,siervo,siervo,criado,"servant, slave"
πρόβατον,368,unigram,neuter,accusative,plural,ovejas,84271423095632.48,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,,ovejas,ovejas,ovejas,ovejas,ouejas,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,ovejas,sheep
πρόβατον,162,unigram,neuter,accusative,singular,oveja,8881477.301644022,oveja,oveja,oveja,oveja,oveja,oveja,oveja,,oveja,oveja,oveja,oveja,oueja,oveja,oveja,oveja,oveja,oveja,oveja,oveja,oveja,oveja,oveja,oveja,sheep
ποιμήν,284,unigram,masculine,nominative,plural,pastores,414829121.40473413,pastores,pastores,pastores,pastores,pastores,pastores,pastores,,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,"shepherd, pastor"
ποιμήν,327,unigram,masculine,nominative,singular,pastor,214.68240290561485,pastor,pastor,pastor,pastor,pastor,pastor,pastor,,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,pastor,"shepherd, pastor"
σημεῖον,158,unigram,neuter,accusative,plural,señales,194167870.26377124,señales,señales,señales,milagros,señales,señales,milagros,,milagros,señales,señales,milagros,ſeñales,señales,señales,señales,señales,señales,milagros,señales,señales,señales,señales,señales,sign
σημεῖον,144,unigram,neuter,accusative,singular,señal,5488025113.723393,señal,señal,señal,señal,señal,señal,señal,,milagro,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,sign
σημεῖον,50,unigram,neuter,nominative,plural,señales,576926.0188564953,señales,señales,señales,extrañas,señales,señales,señales,,extrañas,señales,señales,señales,ſeñales,señales,señales,señales,señales,señales,señales,señales,señales,señales,señales,señales,sign
σημεῖον,101,unigram,neuter,nominative,singular,señal,5528639963.738036,señal,señal,señal,señal,señal,señal,señal,,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,señal,sign
δραχμή,336,unigram,feminine,accusative,plural,,,,,,,,barre,,,,,,,,,Toma,,,,,,,,,,"silver coin, drachma"
δραχμή,192,unigram,feminine,accusative,singular,dracma,31.99593041258541,dracma,encuentre,dracma,perdido,,moneda,,,perdido,dracma,,plata,drachma,,Toma,,dracma,dracma,,,moneda,moneda,,,"silver coin, drachma"
ἀργύριον,245,unigram,neuter,accusative,plural,monedas,6.480360171348732,piezas,piezas,piezas,monedas,monedas,plata,monedas,,monedas,piezas,piezas,plata,pieças,piezas,monedas,monedas,piezas,piezas,monedas,monedas,piezas,monedas,monedas,monedas,"silver, money"
ἀργύριον,378,unigram,neuter,accusative,singular,dinero,2501163344.2688804,dinero,dinero,dinero,dinero,dinero,dinero,dinero,,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,dinero,"silver, money"
ἁμαρτία,322,unigram,feminine,accusative,plural,pecados,35746.989335635764,pecados,pecados,pecados,,pecados,pecados,pecados,,pecados,pecados,pecados,pecados,peccados,pecados,perdonar,pecados,pecados,pecados,pecados,pecados,pecados,pecados,pecados,pecados,sin
ἁμαρτία,250,unigram,feminine,accusative,singular,pecado,47082.856133389796,pecado,pecado,pecado,pecados,,pecado,pecado,,pecados,pecado,pecado,pecado,peccado,pecado,pecado,pecado,pecado,pecado,pecado,,pecado,pecado,pecado,,sin
ἁμαρτία,331,unigram,feminine,nominative,plural,perdonados,2.018627643036103,,perdonados,,pecados,perdonados,,perdonados,,pecados,,pecados,perdonados,perdonados,,perdonados,perdonados,,,perdonados,perdonados,,,perdonados,perdonados,sin
ἁμαρτία,328,unigram,feminine,nominative,singular,pecado,362.21929651047475,pecado,pueden,pecado,,pecados,pecado,,,,pecado,pecado,,peccado,pecado,,pecado,pecado,pecado,,pecados,pecado,pecado,pecado,pecados,sin
ἀδελφή,355,unigram,feminine,accusative,plural,hermanas,823.3566752801513,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,,seguirme,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,sister
ἀδελφή,151,unigram,feminine,accusative,singular,hermana,21669.794293653733,hermana,Marta,hermana,Marta,hermana,hermana,hermana,,Marta,hermana,hermana,María,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,sister
ἀδελφή,23,unigram,feminine,nominative,plural,hermanas,185891206.80618966,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,hermanas,sister
ἀδελφή,354,unigram,feminine,nominative,singular,hermana,4476547275189.392,hermana,hermana,hermana,hermana,hermana,hermana,hermana,,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,hermana,sister
ῥάπισμα,173,unigram,neuter,accusative,plural,bofetadas,2.1333574874142656,dábanle,abofeteaban,bofetadas,,,,bofetadas,,,dábanle,pegarle,abofeteaban,,,bofetadas,,bofetadas,¡Hayas,bofetadas,,bofetadas,bofetadas,,,"slap, strike, hit"
ῥάπισμα,314,unigram,neuter,accusative,singular,bofetada,4.822171641259761,bofetada,Jesús.—¿Es,bofetada,,bofetada,bofetada,bofetada,,,bofetada,,bofetada,bofetada,bofetada,,,bofetada,bofetada,bofetada,bofetada,,,,bofetada,"slap, strike, hit"
πλοιάριον,268,unigram,neuter,nominative,plural,,,,,arribado,alimentó,,arribado,,,alimentó,,,,,,,aproximaron,,,,,,,,,small boat
πλοιάριον,157,unigram,neuter,nominative,singular,barca,16.8036170413457,,barca,barca,barca,barca,barca,barca,,barca,,barca,barca,nauezilla,barca,barca,barca,barca,,barca,barca,barca,barca,barca,barca,small boat
ὀψάριον,207,unigram,neuter,accusative,plural,cebada,1.595541993302587,¿mas,,Aquí,,—Aquí,cebada,cebada,,,¿mas,cebada,,ceuada,—Aquí,,cebada,pescados,¿mas,,—Aquí,,pescados,cebada,—Aquí,small fish
ὀψάριον,294,unigram,neuter,accusative,singular,pescado,261.04274332770376,pez,pescado,pan,pescado,pescado,pescado,pan,,pescado,pez,pescado,cocinándose,pece,pescado,pescado,pescado,pescado,pez,pan,pescado,pescado,pescado,pescado,pescado,small fish
υἱός,55,unigram,masculine,accusative,plural,hijos,660.4047886962343,hijos,hijos,hijos,,hijos,hijos,hijos,,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,son
υἱός,143,unigram,masculine,accusative,singular,Hijo,24684.5581141695,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,son
υἱός,146,unigram,masculine,nominative,plural,hijos,50972683231.00677,hijos,hijos,hijos,hijos,hijos,hijos,hijos,,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,hijos,son
υἱός,242,unigram,masculine,nominative,singular,Hijo,129835239153.83192,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,Hijo,son
ψυχή,256,unigram,feminine,accusative,plural,,,poseeréis,,ganaréis,firmes,¡Manténganse,,alcanzarán,,firmes,poseeréis,salvarán,,,,,,ganaréis,poseeréis,alcanzarán,¡Manténganse,ganaréis,ganarán,,¡Manténganse,"soul, life"
ψυχή,325,unigram,feminine,accusative,singular,vida,232567637.67861548,vida,vida,vida,vida,vida,vida,vida,,vida,vida,vida,vida,alma,vida,vida,vida,vida,alma,vida,vida,vida,vida,vida,vida,"soul, life"
ἀστήρ,338,unigram,masculine,nominative,plural,temblarán,1.189449958564392,,,,caerán,temblarán,,,,caerán,,estrellas,estrellas,commouidas,,,,,,,temblarán,,,,temblarán,star
ἀστήρ,216,unigram,masculine,nominative,singular,estrella,8.922187933717327,estrella,Iba,estrella,estrella,,estrella,,,estrella,estrella,,,,estrella,estrella,estrella,estrella,estrella,,,estrella,estrella,estrella,,star
λίθος,342,unigram,masculine,accusative,plural,piedras,5591.26563308536,piedras,piedras,piedras,quisieron,piedras,piedras,Intentaron,,quisieron,piedras,arrojárselas,piedras,piedras,piedras,tirarle,arrojárselas,piedras,piedras,Intentaron,piedras,piedras,tirárselas,piedras,piedras,stone
λίθος,44,unigram,masculine,accusative,singular,piedra,8526151614872803.0,piedra,piedra,piedra,piedra,piedra,piedra,piedra,,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,stone
λίθος,156,unigram,masculine,nominative,plural,piedras,21239555321.906666,piedras,piedras,piedras,piedras,piedras,piedras,piedras,,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,piedras,stone
λίθος,48,unigram,masculine,nominative,singular,piedra,16473847.662687644,piedra,piedra,piedra,pared,piedra,piedra,piedra,,pared,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,piedra,stone
συναγωγή,282,unigram,feminine,accusative,plural,sinagogas,280196831.19747066,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,,sinagogas,sinagogas,sinagogas,sinagogas,Synogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,synagogue
συναγωγή,380,unigram,feminine,accusative,singular,sinagoga,120852652.77708212,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,,sinagoga,sinagoga,sinagoga,sinagoga,Synoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,synagogue
τράπεζα,222,unigram,feminine,accusative,plural,cambiaban,1.2408774819639046,,cambistas,,cambiaban,cambiaban,mesas,,,cambiaban,,volcó,,trastornó,mesas,mesas,,mesas,,,cambiaban,,,,cambiaban,table
τράπεζα,159,unigram,feminine,accusative,singular,pusiste,1.3168098566981707,,,,,,banco,,,,,depositaste,depositaste,,,,pusiste,,recibiera,,,pusiste,pusiste,,,table
τάλαντον,79,unigram,neuter,accusative,plural,talentos,6729.590405809558,talentos,bolsas,talentos,mil,monedas,monedas,talentos,,mil,talentos,pesos,talentos,talentos,monedas,monedas,mil,talentos,talentos,talentos,monedas,talentos,talentos,mil,monedas,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,259,unigram,neuter,accusative,singular,talento,10247.767423859894,talento,plata,talento,mil,monedas,monedas,,,mil,talento,,talento,talento,monedas,monedas,monedas,talento,talento,,monedas,talento,talento,monedas,monedas,talent (weight and monetary unit: around 20 years' wages)
φόρος,309,unigram,masculine,accusative,plural,—Arrestamos,1.0960524252565438,,,,,,,,,,,,,,,—Arrestamos,,,,,,,,,,tax
φόρος,332,unigram,masculine,accusative,singular,¿Nos,4.547784610905677,¿Nos,paguemos,¿Nos,preguntamos,,¿Nos,,,preguntamos,¿Nos,Dinos,Cesar,tributo,¿Nos,,¿Nos,¿Nos,¿Nos,,,¿Nos,¿Nos,¿Nos,,tax
τελώνης,215,unigram,masculine,nominative,plural,publicanos,5987.8020990976465,publicanos,cobradores,publicanos,impuestos,impuestos,cobradores,recaudadores,,impuestos,publicanos,impuestos,recaudadores,publicanos,publicanos,cobradores,recaudadores,publicanos,publicanos,recaudadores,impuestos,recaudadores,recaudadores,cobradores,impuestos,tax collector
τελώνης,81,unigram,masculine,nominative,singular,publicano,2983.3333117241914,publicano,cobrador,publicano,impuestos,impuestos,cobrador,recaudador,,impuestos,publicano,cobrador,recaudador,publicano,publicano,cobrador,recaudador,publicano,publicano,recaudador,impuestos,recaudador,recaudador,cobrador,impuestos,tax collector
γραμματεύς,384,unigram,masculine,nominative,plural,maestros,3.6995332116144626,escribas,maestros,escribas,maestros,maestros,escribas,maestros,,maestros,escribas,maestros,religiosos,Escribas,escribas,maestros,maestros,escribas,escribas,maestros,maestros,escribas,escribas,maestros,maestros,"teacher, expert in the law, scholar, scribe"
γραμματεύς,243,unigram,masculine,nominative,singular,maestro,10.316512841869185,escriba,religiosa,escriba,maestro,maestro,escriba,maestro,,maestro,escriba,ley,Maestro,Escriba,escriba,maestro,maestro,escriba,escriba,maestro,maestro,escriba,escriba,maestro,maestro,"teacher, expert in the law, scholar, scribe"
καθηγητής,369,unigram,masculine,nominative,plural,maestros,3.13505622491652,maestros,,maestros,líder,Guía,,Cristo,,trate,maestros,dejen,Maestro.,Doctor,,Líder,Ni,llamados,maestros,Cristo,Guía,,,,Guía,"teacher, guide"
καθηγητής,258,unigram,masculine,nominative,singular,maestros,3.13505622491652,maestros,,maestros,líder,Guía,,Cristo,,trate,maestros,dejen,Maestro.,Doctor,,Líder,Ni,llamados,maestros,Cristo,Guía,,,,Guía,"teacher, guide"
κλέπτης,94,unigram,masculine,nominative,plural,ladrones,432.41496321431976,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,,ladrones,,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,ladrones,thief
κλέπτης,257,unigram,masculine,nominative,singular,ladrón,3775857008.045259,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,,ladrón,ladrón,ladrón,ladrón,ladron,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,ladrón,thief
διαλογισμός,339,unigram,masculine,accusative,plural,pensando,33.96497982982811,pensamientos,pensaban,pensamientos,pensando,pensando,medio.,pensando,,pensando,pensamientos,pensando,sabía,,razonamientos,pensando,pensando,pensamientos,pensamientos,pensando,pensando,,,pensando,pensando,"thought, argument"
διαλογισμός,165,unigram,masculine,accusative,singular,pensaban,2.977912160849978,púsole,,percibiendo,pensaban,darse,poniéndolo,pensando,,pensaban,púsole,pensaban,,pensamientos,percibiendo,niñito,pensaban,percibiendo,pensamientos,pensando,darse,pensaban,pensaban,pensaban,darse,"thought, argument"
διαλογισμός,135,unigram,masculine,nominative,plural,pensamientos,221.42239816744575,pensamientos,pensamientos,pensamientos,clavaran,,,,,,pensamientos,,asesinatos,pensamientos,pensamientos,pensamientos,,pensamientos,pensamientos,,,pensamientos,pensamientos,,,"thought, argument"
διαλογισμός,330,unigram,masculine,nominative,singular,discutir,3.0900092177926077,disputa,discutir,discusión,discutían,discutir,discutir,discutir,,discutían,disputa,Cierto,debate,,discusión,discutir,Surgió,discusión,disputa,discutir,discutir,,discusión,Surgió,discutir,"thought, argument"
θρόνος,272,unigram,masculine,accusative,singular,trono,24.192285584023516,trono,trono,trono,llamarán,Será,trono,trono,,llamarán,trono,,trono,silla,trono,Altísimo,trono,trono,trono,trono,Será,trono,trono,trono,Será,throne
χρόνος,305,unigram,masculine,accusative,plural,alquiló,1.293185951447617,,,,alquiló,largo,ausentó,,,alquiló,,alquiló,arrendó,,,alquiló,,ausentó,ausentó,,largo,,,Pasó,largo,time
χρόνος,264,unigram,masculine,accusative,singular,tiempo,27289520.950924724,tiempo,estrella,tiempo,sabios,tiempo,tiempo,tiempo,,tiempo,tiempo,tiempo,sabios,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,time
καιρός,87,unigram,masculine,nominative,plural,conquistada,1.3491727581652717,,,,conquistada,,,,,conquistada,,,,,,,,,,,,,,,,"time, right time"
καιρός,161,unigram,masculine,nominative,singular,tiempo,3173837.426798698,tiempo,llegado,tiempo,llegado,hora,tiempo,tiempo,,llegado,tiempo,tiempo,hora,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,tiempo,hora,tiempo,tiempo,tiempo,hora,"time, right time"
τάφος,148,unigram,masculine,accusative,plural,adornan,1.3167745555846684,,,,,,,adornan,,,,,,,,adornan,Construyen,,,adornan,,,,,,"tomb, grave"
τάφος,199,unigram,masculine,accusative,singular,sepulcro,41096.07470524137,sepulcro,tumba,sepulcro,tumba,sepulcro,sepulcro,sepulcro,,tumba,sepulcro,tumba,tumba,sepulchro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,tumba,sepulcro,"tomb, grave"
μνημεῖον,16,unigram,neuter,accusative,plural,edificáis,2.2223889525870106,edificáis,monumentos,edificáis,,construyen,sepulcros,,,,edificáis,monumentos,tumbas,edificays,edifican,edifican,monumentos,edificáis,edificáis,,construyen,edificáis,edifican,monumentos,construyen,"tomb, grave"
μνημεῖον,20,unigram,neuter,accusative,singular,sepulcro,35212890747.551704,sepulcro,tumba,sepulcro,tumba,sepulcro,sepulcro,sepulcro,,tumba,sepulcro,sepulcro,tumba,sepulchro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,tumba,sepulcro,"tomb, grave"
