lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_586_translation,version_587_translation,version_588_translation,version_589_translation,version_590_translation,version_591_translation,version_592_translation,version_593_translation,version_594_translation,version_595_translation,version_596_translation,version_597_translation,version_598_translation,version_599_translation,english_translation
κλέπτης,94,unigram,masculine,nominative,plural,voleurs,18.980576906707572,voleurs,voleurs,voleurs,,,voleurs,larrons,voleurs,voleurs,,voleurs,larrons,voleurs,,thief
κλέπτης,258,unigram,masculine,nominative,singular,voleur,107925.27814035924,voleur,voleur,voleur,voleur,voleur,voleur,larron,voleur,voleur,voleur,voleur,larron,voleur,,thief
διαλογισμός,340,unigram,masculine,accusative,plural,pensées,45.2260713949307,pensées,connaissait,pensées,pensées,,pensées,pensées,raisonnements,pensées,tiens-toi,raisonnements,pensées,pensées,,"thought, argument"
διαλογισμός,169,unigram,masculine,accusative,singular,,,plaça,,pensées,plaça,,,pensée,raisonnement,,préoccupait,,pensées,discutent,,"thought, argument"
διαλογισμός,138,unigram,masculine,nominative,plural,pensées,123.2527824511925,pensées,pensées,pensées,pensées,cœur,pensées,pensées,raisonnements,pensées,pensées,pensées,pensées,immorale,,"thought, argument"
διαλογισμός,332,unigram,masculine,nominative,singular,,,question,discussion,glissa,,éleva,,dispute,raisonner,,s'interroger,discussion,dispute,discutent,,"thought, argument"
θρόνος,5,unigram,masculine,accusative,plural,tribus,1.0960768946513286,,,,,,,,,,,,,tribus,,throne
θρόνος,274,unigram,masculine,accusative,singular,trône,7.205166406993908,trône,trône,,l'appellera,trône,trône,trône,trône,trône,,trône,trône,,,throne
χρόνος,309,unigram,masculine,accusative,plural,planta,1.241040444638985,planta,,étranger,planta,,,planta,,,planta,planta,absent,,,time
χρόνος,265,unigram,masculine,accusative,singular,longtemps,9.899086498542898,temps,longtemps,longtemps,,longtemps,longtemps,longtemps,longtemps,longtemps,savants,longtemps,temps,,,time
καιρός,87,unigram,masculine,nominative,plural,tranchant,1.2016220959852004,,,,,,,tranchant,,,,,tranchant,,,"time, right time"
καιρός,165,unigram,masculine,nominative,singular,temps,388.7335389034709,temps,moment,temps,moment,moment,temps,temps,temps,temps,moment,moment,temps,moment,,"time, right time"
τάφος,152,unigram,masculine,accusative,plural,ornez,1.7167325647163518,ornez,décorez,,décorez,,ornez,,,ornez,,,ornez,décorez,,"tomb, grave"
τάφος,201,unigram,masculine,accusative,singular,sépulcre,91.26570645341361,sépulcre,tombeau,sépulcre,tombeau,surveiller,sépulcre,sépulcre,sépulcre,sépulcre,tombeau,sépulcre,sépulcre,tombe,,"tomb, grave"
μνημεῖον,16,unigram,neuter,accusative,plural,construisez,1.7948514661660924,,construisez,,construisez,édifiez,,bâtissez,construisez,,construisez,bâtissez,bâtissez,construisez,,"tomb, grave"
μνημεῖον,20,unigram,neuter,accusative,singular,,,sépulcre,tombeau,sépulcre,tombeau,tombeau,sépulcre,sépulcre,tombeau,sépulcre,tombeau,tombeau,sépulcre,tombe,,"tomb, grave"
μνημεῖον,90,unigram,neuter,nominative,plural,sépulcres,23.114201537421916,sépulcres,tombeaux,sépulcres,tombeaux,tombes,sépulcres,sépulcres,tombeaux,sépulcres,tombeaux,tombeaux,sépulcres,tombes,,"tomb, grave"
μνημεῖον,302,unigram,neuter,nominative,singular,sépulcre,35.15694665230114,sépulcre,tombeau,sépulcre,tombeau,déposèrent,sépulcre,sépulcre,tombeau,sépulcre,tombeau,tombeau,sépulcre,tombe,,"tomb, grave"
ὀδούς,76,unigram,masculine,accusative,plural,Amenez-le-moi,1.0595545022300916,,,Amenez-le-moi,,,,,,,,,,,,tooth
ὀδούς,81,unigram,masculine,accusative,singular,dent,4.116548040886116,,,,,dent,dent,dent,,dent,,,,,,tooth
θησαυρός,115,unigram,masculine,accusative,plural,trésors,52.75169985596849,trésors,trésors,trésors,,,trésors,trésors,trésors,trésors,trésors,trésors,trésors,entrent,,treasure
θησαυρός,252,unigram,masculine,accusative,singular,trésor,11.69303500705878,trésor,trésor,trésor,richesses,trésor,trésor,trésor,trésor,trésor,pauvres,trésor,trésor,pauvres,,treasure
δένδρον,103,unigram,neuter,accusative,plural,arbres,5524.544066867148,arbres,arbres,arbres,arbres,,arbres,arbres,arbres,arbres,arbres,arbres,arbres,arbres,,tree	
δένδρον,88,unigram,neuter,accusative,singular,arbre,29.976636448808836,,,,arbre,,arbre,,arbre,,arbre,,,arbre,,tree	
λίτρα,289,unigram,feminine,accusative,plural,pèse,1.0960524252565438,,,,,,,,,,,,,pèse,,unit of measure around 300 grams
λίτρα,142,unigram,feminine,accusative,singular,l'odeur,1.581818450416445,l'odeur,,l'odeur,,,odeur,l'odeur,odeur,l'odeur,,l'odeur,,,,unit of measure around 300 grams
κώμη,308,unigram,feminine,accusative,plural,villages,206810.0084281752,villages,villages,villages,villages,villages,villages,bourgades,villages,villages,villages,villages,bourgs,villages,,village
κώμη,63,unigram,feminine,accusative,singular,village,21458775.878312785,village,village,village,village,village,village,bourgade,village,village,village,village,bourg,village,,village
παρθένος,322,unigram,feminine,nominative,plural,vierges,255.9478458775567,vierges,filles,vierges,,filles,vierges,vierges,vierges,vierges,,vierges,vierges,jeunes,,virgin
παρθένος,232,unigram,feminine,nominative,singular,,,,,,Emmanuel.,,,,,,Emmanuel,,,,,virgin
φωνή,233,unigram,feminine,nominative,plural,insistaient,1.1615830654957209,insistaient,,,,,,,,,,,,,,voice or sound
φωνή,366,unigram,feminine,nominative,singular,voix,131860.30020408347,voix,voix,voix,voix,voix,voix,voix,voix,voix,voix,voix,voix,voix,,voice or sound
πόλεμος,300,unigram,masculine,accusative,plural,guerres,2.0051201836176817,,,,guerres,,,,guerres,,,guerres,,guerres,,war
ὕδωρ,386,unigram,neuter,accusative,plural,eaux,301.4835390950977,eaux,l'eau,eaux,l'eau,eau,eaux,eaux,eaux,eaux,l'eau,eaux,eaux,eau,,water
ὕδωρ,109,unigram,neuter,accusative,singular,l'eau,3362.407897539158,l'eau,l'eau,l'eau,l'eau,eau,eau,l'eau,eau,l'eau,l'eau,l'eau,l'eau,eau,,water
ὕδωρ,129,unigram,neuter,nominative,singular,l'eau,9354.858684531002,l'eau,l'eau,l'eau,l'eau,eau,eau,l'eau,eau,l'eau,l'eau,l'eau,l'eau,eau,,water
ὑδρία,238,unigram,feminine,accusative,plural,Remplissez,1.3167216672078015,,,,,,Remplissez,emplissez,,Remplissez,,,Emplissez,Remplissez,,water jar
ὑδρία,135,unigram,feminine,accusative,singular,cruche,2.2194449676433,cruche,cruche,cruche,cruche,cruche,laissé,cruche,jarre,laissé,jarre,cruche,cruche,récipient,,water jar
ὁδός,301,unigram,feminine,accusative,plural,chemins,2882.278933123974,chemins,chemins,chemins,chemins,chemins,chemins,chemins,chemins,chemins,chemins,chemins,chemins,chemins,,way
ὁδός,168,unigram,feminine,accusative,singular,chemin,97684059.4111542,chemin,chemin,chemin,chemin,chemin,chemin,chemin,chemin,chemin,chemin,chemin,chemin,chemin,,way
γάμος,189,unigram,masculine,accusative,plural,noces,322244.51586167637,noces,noces,noces,mariage,noces,noces,noces,noces,noces,mariage,noces,noces,repas,,wedding
γάμος,278,unigram,masculine,accusative,singular,noces,3.6090306370327756,noce,noces,,mariage,mariage,noces,noces,noces,noces,invité,noces,noces,invité,,wedding
γυνή,128,unigram,feminine,accusative,plural,dureté,1.337347378205101,,divorcer,,renvoyer,épouse,dureté,dureté,obstination,dureté,renvoyer,dureté,dureté,passait,,"wife, woman"
γυνή,206,unigram,feminine,accusative,singular,femme,140561327.90988177,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,,"wife, woman"
γυνή,139,unigram,feminine,nominative,plural,femmes,212447.32909787568,femmes,femmes,femmes,femmes,femmes,femmes,femmes,femmes,femmes,femmes,femmes,femmes,femmes,,"wife, woman"
γυνή,146,unigram,feminine,nominative,singular,femme,23222805686.583847,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,femme,,"wife, woman"
ἄνεμος,10,unigram,masculine,nominative,plural,vents,71.37243312145004,vents,vents,vents,,vents,vents,vents,vents,vents,,vents,vents,,,wind
ἄνεμος,77,unigram,masculine,nominative,singular,vent,122435.52768157086,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,,wind
πνεῦμα,353,unigram,neuter,accusative,plural,esprits,129.06991412609733,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,installent,,"wind, breath, spirit"
πνεῦμα,194,unigram,neuter,accusative,singular,,,l'Esprit,esprit,l'Esprit-Saint,Saint-Esprit,Esprit,esprit,Saint-Esprit,Esprit,esprit,l'Esprit,l'Esprit,Saint-Esprit,Esprit,,"wind, breath, spirit"
πνεῦμα,13,unigram,neuter,nominative,plural,esprits,175.84812371257956,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,esprits,,"wind, breath, spirit"
πνεῦμα,26,unigram,neuter,nominative,singular,l'Esprit,13.815339266379231,l'Esprit,l'Esprit,l'Esprit,l'Esprit,Esprit,esprit,esprit,Esprit,l'Esprit,l'Esprit,l'Esprit,esprit,Esprit,,"wind, breath, spirit"
λύκος,12,unigram,masculine,nominative,plural,loups,1.2013416367619456,,,,,,loups,,,loups,,,,,,wolf
ῥῆμα,214,unigram,neuter,accusative,plural,paroles,248590.65852801938,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,,word
ῥῆμα,191,unigram,neuter,accusative,singular,parole,17.640749126717363,parole,comprenaient,parole,comprenaient,explications,parole,parole,comprenaient,parole,comprenaient,parole,comprenaient,comprennent,,word
ῥῆμα,35,unigram,neuter,nominative,plural,paroles,324.29436218301885,paroles,paroles,paroles,,,paroles,paroles,paroles,paroles,,paroles,paroles,elles,,word
ῥῆμα,374,unigram,neuter,nominative,singular,parole,2.2052144352933456,parole,,,,,,,parole,,,,,,,word
λόγος,192,unigram,masculine,accusative,plural,paroles,1802.6600966163514,paroles,paroles,paroles,instructions,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,paroles,,word
λόγος,182,unigram,masculine,accusative,singular,parole,33300262.53407723,parole,parole,parole,parole,Parole,parole,parole,parole,parole,parole,parole,parole,Parole,,word
λόγος,178,unigram,masculine,nominative,plural,passeront,34.82758026701953,passeront,disparaîtront,passeront,disparaîtront,passeront,passeront,passeront,passeront,passeront,passeront,passeront,passeront,disparaîtront,,word
λόγος,342,unigram,masculine,nominative,singular,parole,4541518.199621913,parole,parole,parole,parole,Parole,parole,parole,parole,parole,parole,parole,parole,parole,,word
ἔργον,52,unigram,neuter,accusative,plural,œuvres,480860.3746081071,oeuvres,œuvres,œuvres,œuvres,œuvres,œuvres,oeuvres,œuvres,œuvres,œuvres,œuvres,œuvres,actions,,work
ἔργον,111,unigram,neuter,accusative,singular,action,2.536339183209599,oeuvre,action,,beau,œuvre,œuvre,déplaisir,œuvre,,beau,action,action,action,,work
ἔργον,346,unigram,neuter,nominative,plural,œuvres,1258.3040241748884,oeuvres,œuvres,œuvres,actions,actes,œuvres,oeuvres,œuvres,œuvres,actions,œuvres,œuvres,actions,,work
ἔργον,321,unigram,neuter,nominative,singular,L'œuvre,1.444052398139584,l'oeuvre,L'œuvre,l'œuvre,L'œuvre,croyiez,œuvre,l'oeuvre,mettiez,L'œuvre,L'œuvre,l'œuvre,l'œuvre,action,,work
ἐργάτης,171,unigram,masculine,nominative,plural,d'ouvriers,2.128857931048619,,d'ouvriers,ouvriers,d'ouvriers,abondante,ouvriers,d'ouvriers,ouvriers,d'ouvriers,abondante,d'ouvriers,d'ouvriers,ouvriers,,worker
ἐργάτης,245,unigram,masculine,nominative,singular,l'ouvrier,10.558960472263015,l'ouvrier,mérite,l'ouvrier,l'ouvrier,ouvrier,ouvrier,l'ouvrier,ouvrier,l'ouvrier,l'ouvrier,l'ouvrier,l'ouvrier,ouvrier,,worker
ἔτος,297,unigram,neuter,accusative,plural,ans,78888.66092555667,ans,ans,ans,ans,ans,ans,ans,ans,ans,ans,ans,ans,ans,,year
ἔτος,207,unigram,neuter,accusative,singular,année,653.8573003955172,année,année,,année,année,année,,année,année,année,année,,année,,year
