lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2347_translation,version_2341_translation,version_2339_translation,version_2353_translation,version_2340_translation,version_2355_translation,version_2342_translation,version_2345_translation,version_2351_translation,version_2338_translation,version_2337_translation,version_2350_translation,version_2354_translation,version_2343_translation,version_2348_translation,version_2344_translation,version_2349_translation,version_2346_translation,version_2352_translation,english_translation
συναγωγή,753,uni_token,feminine,accusative,plural,堂,207.00425931602376,堂,堂,會,堂,堂,堂,堂,堂,堂,堂,堂,,堂,堂,堂,堂,堂,堂,堂,synagogue
συναγωγή,857,uni_token,feminine,accusative,singular,堂,227.19968903123095,堂,堂,堂,堂,堂,堂,堂,堂,堂,堂,堂,,堂,堂,堂,堂,堂,堂,堂,synagogue
τράπεζα,693,uni_token,feminine,accusative,plural,桌,2.5966068795050665,桌,桌,棹,兌,推,桌,桌,桌,桌,桌,桌,,桌,翻,,桌,棹,桌,桌,table
τράπεζα,631,uni_token,feminine,accusative,singular,本,1.1948101053891496,存,取,兌,錢,鋪,本,取,本,本,莊,本,,連,本,,本,兌,存,,table
τάλαντον,544,uni_token,neuter,accusative,plural,千,374.56355947789444,千,千,千,朗,千,千,千,千,千,千,千,,寶,金,寶,千,千,萬,千,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,730,uni_token,neuter,accusative,singular,千,4373.933901441579,千,千,千,朗,銀,千,千,千,千,銀,千,,寶,金,寶,千,千,六,千,talent (weight and monetary unit: around 20 years' wages)
φόρος,783,uni_token,masculine,accusative,plural,誘,2.052796447859784,膏,煽,納,蠱,狀,誘,煽,誘,誘,胞,誘,,凱,繳,調,誘,納,胞,蠱,tax
φόρος,806,uni_token,masculine,accusative,singular,納,3.6421063448783646,皇,凱,納,納,稅,納,凱,納,納,凱,納,,凱,,羅,納,納,凱,,tax
τελώνης,685,uni_token,masculine,nominative,plural,吏,4.482485133518215,吏,吏,吏,稅,稅,吏,吏,吏,吏,吏,吏,,稅,稅,員,吏,吏,吏,吏,tax collector
τελώνης,547,uni_token,masculine,nominative,singular,吏,4.889635076770513,吏,吏,稅,稅,稅,吏,吏,吏,吏,吏,吏,,稅,務,員,吏,稅,吏,吏,tax collector
γραμματεύς,862,uni_token,masculine,nominative,plural,文,1.4115293119270518,文,文,讀,文,讀,文,文,文,文,文,文,,師,師,師,文,讀,學,師,"teacher, expert in the law, scholar, scribe"
γραμματεύς,714,uni_token,masculine,nominative,singular,文,2.928995393850729,文,文,讀,文,讀,文,文,文,文,文,文,,師,師,師,文,讀,學,師,"teacher, expert in the law, scholar, scribe"
καθηγητής,845,uni_token,masculine,nominative,plural,師,1.8280262840048176,師,傅,師,袖,師,,傅,師,呼,基,師,,稱,傅,導,師,呼,傅,—,"teacher, guide"
καθηγητής,729,uni_token,masculine,nominative,singular,師,1.8280262840048176,師,傅,師,袖,師,,傅,師,呼,基,師,,稱,傅,導,師,呼,傅,—,"teacher, guide"
κλέπτης,560,uni_token,masculine,nominative,plural,賊,293.8851061039456,賊,賊,賊,賊,賊,賊,賊,賊,賊,賊,賊,,賊,賊,賊,賊,賊,賊,賊,thief
κλέπτης,728,uni_token,masculine,nominative,singular,賊,179271953.84946117,賊,賊,賊,賊,賊,賊,賊,賊,賊,賊,賊,,賊,賊,賊,賊,賊,賊,賊,thief
διαλογισμός,813,uni_token,masculine,accusative,plural,道,1.2020890195273244,卻,,意,詭,思,道,,道,道,念,道,,心,透,心,道,思,枯,心,"thought, argument"
διαλογισμός,637,uni_token,masculine,accusative,singular,旁,2.1756825577652075,旁,旁,旁,抱,旁,旁,旁,旁,旁,念,旁,,透,透,幼,旁,旁,旁,思,"thought, argument"
διαλογισμός,605,uni_token,masculine,nominative,plural,念,38.35607980543065,心,念,念,心,念,心,念,念,念,念,念,,念,念,念,念,念,念,念,"thought, argument"
διαλογισμός,804,uni_token,masculine,nominative,singular,議,2.0712385053007676,爭,互,議,辯,,議,互,議,最,爭,議,,思,念,疑,議,私,爭,偉,"thought, argument"
θρόνος,464,uni_token,masculine,accusative,plural,支,43.77648429387915,支,支,支,支,支,支,支,支,支,支,支,,支,支,支,支,支,支,支,throne
θρόνος,743,uni_token,masculine,accusative,singular,祖,1.10097487479366,）,祖,,皇,至,寶,祖,,宗,祖,,,者,偉,寶,,高,尊,偉,throne
χρόνος,779,uni_token,masculine,accusative,plural,久,2.0946215721894075,租,墾,久,,,久,墾,久,久,租,久,,裁,墾,旅,久,久,久,墾,time
χρόνος,734,uni_token,masculine,accusative,singular,久,47.30242451925549,久,久,久,時,久,,久,久,,詢,久,,時,星,久,久,久,久,久,time
καιρός,553,uni_token,masculine,nominative,plural,擄,2.8768827597137494,刃,擄,刃,,,刃,擄,擄,刃,擄,擄,,刃,,摧,擄,刃,擄,,"time, right time"
καιρός,633,uni_token,masculine,nominative,singular,時,4.121947141480685,到,節,時,時,時,期,節,時,時,節,時,,時,節,期,時,時,時,節,"time, right time"
τάφος,620,uni_token,masculine,accusative,plural,飾,1.9770665322428185,營,修,飾,碑,修,飾,修,飾,飾,碑,飾,,飾,坊,粉,飾,飾,碑,碑,"tomb, grave"
τάφος,670,uni_token,masculine,accusative,singular,墓,4.224083030613673,墓,墳,墳,墓,墓,墓,墳,妥,墓,墳,妥,,墳,墳,墓,妥,墓,墳,墓,"tomb, grave"
μνημεῖον,477,uni_token,neuter,accusative,plural,墓,1.0697546455377538,修,,建,墓,墓,墓,,,,墳,,,墓,,造,,建,修,修,"tomb, grave"
μνημεῖον,481,uni_token,neuter,accusative,singular,墓,5.366306365492401,墓,,墳,墓,墳,墓,,墓,墓,墓,墓,,墓,墓,墳,墓,墓,墓,墓,"tomb, grave"
μνημεῖον,556,uni_token,neuter,nominative,plural,墓,1.4540884818262787,墓,,墳,墳,墓,墓,,墓,墓,墳,墓,,墓,,墓,墓,墳,墓,墳,"tomb, grave"
μνημεῖον,772,uni_token,neuter,nominative,singular,墓,4.485682258382374,墓,墓,,墓,墳,墓,墓,墓,墓,穴,墓,,停,穴,穴,墓,,穴,墳,"tomb, grave"
ὀδούς,540,uni_token,masculine,accusative,plural,,,,,,,,,,,,,,,噯,,耐,,齒,,,tooth
ὀδούς,545,uni_token,masculine,accusative,singular,牙,43112.5099664247,牙,牙,牙,牙,,牙,牙,牙,牙,牙,牙,,牙,牙,牙,牙,齒,牙,牙,tooth
θησαυρός,581,uni_token,masculine,accusative,plural,寶,34.412409780957425,寶,寶,寶,,,寶,寶,寶,寶,寶,寶,,寶,寶,銹,寶,,寶,寶,treasure
θησαυρός,722,uni_token,masculine,accusative,singular,寶,2.8506055450674004,賣,寶,賙,財,濟,寶,寶,寶,寶,寶,寶,,變,窮,,寶,賙,寶,寶,treasure
δένδρον,569,uni_token,neuter,accusative,plural,樹,42622.063688483235,樹,樹,樹,望,樹,樹,樹,樹,樹,樹,樹,,樹,樹,樹,樹,樹,樹,樹,tree	
δένδρον,554,uni_token,neuter,accusative,singular,樹,1300.2626579082576,樹,樹,樹,樹,樹,樹,樹,樹,樹,棵,樹,,樹,樹,樹,樹,樹,樹,樹,tree	
λίτρα,758,uni_token,feminine,accusative,plural,斤,2.651107568320965,斤,斤,,,,斤,斤,斤,,斤,斤,,,,,斤,斤,斤,,unit of measure around 300 grams
λίτρα,609,uni_token,feminine,accusative,singular,斤,6.21360583794216,斤,斤,斤,,斤,斤,斤,斤,,斤,斤,,斤,,斤,斤,斤,斤,噠,unit of measure around 300 grams
κώμη,778,uni_token,feminine,accusative,plural,村,110.89938224252991,鎮,村,村,村,鄉,村,村,村,村,村,村,,村,村,村,村,村,村,村,village
κώμη,526,uni_token,feminine,accusative,singular,村,78360636.112853,鎮,村,村,村,鄉,村,村,村,村,村,村,,村,村,村,村,村,村,村,village
παρθένος,794,uni_token,feminine,nominative,plural,童,1583.0139377223009,童,童,童,,童,處,童,童,童,童,童,,童,少,童,童,童,童,娘,virgin
παρθένος,702,uni_token,feminine,nominative,singular,童,1.7976492855964419,翻,童,童,孕,閨,翻,童,童,,貞,,,貞,貞,貞,童,童,童,貞,virgin
φωνή,703,uni_token,feminine,nominative,plural,催,1.328785874768412,厲,逼,勝,奏,,催,逼,催,催,終,催,,,逼,仍,催,勝,,佔,voice or sound
φωνή,840,uni_token,feminine,nominative,singular,聲,192.04866333553264,聲,音,聲,聲,聲,聲,音,聲,聲,聲,聲,,聲,聲,音,聲,聲,音,聲,voice or sound
πόλεμος,770,uni_token,masculine,accusative,plural,仗,5.212430181253601,慌,仗,仗,爭,仗,仗,仗,仗,慌,局,仗,,仗,戰,戰,仗,戰,局,末,war
πόλεμος,512,uni_token,masculine,accusative,singular,酌,2.668995184226044,酌,,仗,,仗,酌,,酌,謀,攻,酌,,攻,,抗,酌,,,,war
ὕδωρ,864,uni_token,neuter,accusative,plural,水,682683.5961105665,水,水,水,水,水,水,水,水,水,水,水,,水,水,水,水,水,水,水,water
ὕδωρ,575,uni_token,neuter,accusative,singular,水,1061376365515.2954,水,水,水,水,水,水,水,水,水,水,水,,水,水,水,水,水,水,水,water
ὕδωρ,842,uni_token,neuter,nominative,plural,嫩,31.811439710300057,嫩,嫩,嫩,毗,嫩,嫩,嫩,嫩,嫩,艾,嫩,,農,艾,乃,嫩,嫩,艾,嫩,water
ὕδωρ,595,uni_token,neuter,nominative,singular,水,63608.26959628005,水,水,水,水,水,水,水,水,水,水,水,,水,水,水,水,水,水,水,water
ὑδρία,708,uni_token,feminine,accusative,plural,缸,2145.945271154041,缸,缸,缸,缸,缸,缸,缸,缸,缸,缸,缸,,,,缸,缸,缸,缸,缸,water jar
ὑδρία,602,uni_token,feminine,accusative,singular,罐,385.5843878024603,罐,罐,罐,罐,瓶,罐,罐,罐,罐,罐,罐,,罐,逢,罐,罐,瓶,罐,罐,water jar
ὁδός,771,uni_token,feminine,accusative,plural,路,10.126851337786459,路,滿,滿,房,路,路,滿,路,路,滿,路,,道,路,路,路,路,滿,路,way
ὁδός,636,uni_token,feminine,accusative,singular,路,170172190.36405033,路,路,路,路,路,路,路,路,路,路,路,,路,路,路,路,路,路,路,way
γάμος,657,uni_token,masculine,accusative,plural,赴,2.7821775090372522,赴,赴,赴,宴,筵,赴,赴,席,筵,宴,席,,筵,宴,,席,席,婚,宴,wedding
γάμος,747,uni_token,masculine,accusative,singular,赴,104.96703138408309,赴,赴,赴,參,請,,赴,赴,,赴,赴,,婚,邀,參,赴,赴,參,赴,wedding
γυνή,594,uni_token,feminine,accusative,plural,休,1.4155912739897565,頑,休,休,愎,,休,休,,休,妻,,,休,硬,准,,,硬,腸,"wife, woman"
γυνή,675,uni_token,feminine,accusative,singular,妻,22033.22072836966,妻,妻,妻,妻,妻,妻,妻,妻,妻,妻,妻,,妻,妻,妻,妻,妻,妻,妻,"wife, woman"
γυνή,606,uni_token,feminine,nominative,plural,婦,586.441313255061,婦,婦,婦,婦,婦,婦,婦,婦,婦,婦,婦,,婦,婦,婦,婦,婦,婦,婦,"wife, woman"
γυνή,613,uni_token,feminine,nominative,singular,婦,3538028.6276581,婦,婦,婦,女,婦,婦,婦,婦,婦,婦,婦,,婦,女,婦,婦,婦,女,婦,"wife, woman"
ἄνεμος,470,uni_token,masculine,nominative,plural,風,104.51973908611293,風,風,風,風,風,風,風,風,風,風,風,,風,風,風,風,風,風,風,wind
ἄνεμος,541,uni_token,masculine,nominative,singular,風,5425414.959586352,風,風,風,風,風,風,風,風,風,風,風,,風,風,風,風,風,風,風,wind
πνεῦμα,826,uni_token,neuter,accusative,plural,,,形,靈,帶,劣,,靈,靈,景,景,邪,景,,勾,惡,鬼,景,帶,靈,慘,"wind, breath, spirit"
πνεῦμα,662,uni_token,neuter,accusative,singular,靈,3086719.9010299966,靈,靈,靈,靈,神,靈,靈,靈,靈,靈,靈,,神,神,神,靈,神,靈,靈,"wind, breath, spirit"
πνεῦμα,474,uni_token,neuter,nominative,plural,靈,12.223708403074731,鬼,靈,邪,靈,神,靈,靈,鬼,靈,靈,鬼,,魔,靈,魔,鬼,邪,靈,污,"wind, breath, spirit"
πνεῦμα,488,uni_token,neuter,nominative,singular,靈,386433818.2360021,靈,靈,靈,靈,神,靈,靈,靈,靈,靈,靈,,神,神,神,靈,神,靈,靈,"wind, breath, spirit"
λύκος,473,uni_token,masculine,nominative,plural,狼,7.617631522451652,狼,狼,,狼,,狼,狼,狼,狼,狼,狼,,狼,,,狼,,狼,狼,wolf
λύκος,463,uni_token,masculine,nominative,singular,狼,27.939276806267834,狼,狼,狼,,狼,狼,狼,狼,狼,狼,狼,,狼,狼,狼,狼,狼,狼,狼,wolf
κοιλία,567,uni_token,feminine,nominative,plural,乳,1.6602326320439806,育,哺,乳,,喂,乳,哺,乳,乳,育,乳,,腹,,腹,乳,哺,哺,乳,"womb, stomach, source of feelings and emotions"
κοιλία,793,uni_token,feminine,nominative,singular,乳,1.500673823815129,養,乳,育,哺,胎,乳,乳,乳,,育,乳,,呀,乳,乳,乳,胎,哺,養,"womb, stomach, source of feelings and emotions"
ῥῆμα,683,uni_token,neuter,accusative,plural,話,22739.103071258545,話,話,切,話,話,話,話,話,話,話,話,,話,話,話,話,切,話,牢,word
ῥῆμα,659,uni_token,neuter,accusative,singular,話,20013.842005568116,話,話,話,句,話,話,話,話,話,話,話,,話,話,話,話,話,話,句,word
ῥῆμα,497,uni_token,neuter,nominative,plural,話,54.112400296970314,話,話,話,話,浮,話,話,話,話,話,話,,胡,話,相,話,使,無,無,word
ῥῆμα,849,uni_token,neuter,nominative,singular,句,5.735942754032202,命,話,,頒,,句,話,句,句,任,句,,,事,明,句,秘,話,話,word
λόγος,660,uni_token,masculine,accusative,plural,話,77518.61335011967,話,話,話,話,話,話,話,話,話,話,話,,話,話,話,話,話,話,話,word
λόγος,651,uni_token,masculine,accusative,singular,道,344.1807376699086,道,道,道,道,聽,話,道,道,道,話,道,,話,話,話,道,道,道,道,word
λόγος,647,uni_token,masculine,nominative,plural,廢,49.903860798261746,廢,廢,廢,逝,廢,話,廢,廢,廢,逝,廢,,過,逝,逝,廢,廢,廢,永,word
λόγος,815,uni_token,masculine,nominative,singular,話,2389.4533594139248,話,話,道,道,理,話,話,話,話,話,話,,話,話,話,話,話,話,話,word
ἔργον,515,uni_token,neuter,accusative,plural,事,9.192586492792918,做,做,事,工,事,工,做,事,事,做,事,,事,做,作,事,事,作,做,work
ἔργον,577,uni_token,neuter,accusative,singular,件,34.65535888640946,事,件,作,件,事,件,件,件,件,件,件,,件,件,事,件,事,件,件,work
ἔργον,819,uni_token,neuter,nominative,plural,行,3.3614411446930568,行,行,行,明,所,作,行,光,作,行,作,,亮,作,明,光,行,光,行,work
ἔργον,792,uni_token,neuter,nominative,singular,工,9.110775384699627,相,工,算,工,功,工,工,工,工,作,工,,作,覆,思,工,差,工,工,work
ἐργάτης,640,uni_token,masculine,nominative,plural,稼,19.080251349607288,稼,稼,稼,稼,穀,稼,稼,稼,稼,工,稼,,稼,稼,穫,稼,,稼,稼,worker
ἐργάτης,715,uni_token,masculine,nominative,singular,工,42.50805610428241,工,工,工,酬,工,工,工,工,工,配,工,,工,工,工,工,工,供,工,worker
μέριμνα,664,uni_token,feminine,nominative,plural,慾,3.524628117811604,慾,慾,,,碌,慾,慾,慾,,欲,慾,,蔽,窒,,慾,,慾,慾,"worry, concern, desire"
μέριμνα,638,uni_token,feminine,nominative,singular,,,茅,,,,碌,擠,,,貨,叢,,,蔽,窒,帛,,貨,迷,叢,"worry, concern, desire"
ἔτος,767,uni_token,neuter,accusative,plural,年,3365558168.128919,年,年,年,年,年,年,年,年,年,年,年,,年,年,年,年,年,年,年,year
ἔτος,676,uni_token,neuter,accusative,singular,年,4272.908282343496,年,年,年,年,年,年,年,年,年,年,年,,年,年,年,年,年,年,年,year
ζεῦγος,484,uni_token,neuter,accusative,plural,辭,1.8008877181264122,辭,辭,辭,辭,恕,辭,辭,辭,,辭,辭,,牛,諒,諒,辭,恕,諒,參,"yoke, pair"
ζεῦγος,759,uni_token,neuter,accusative,singular,鳩,1.3566765761035169,,,,,,,,,,,,,鳩,,,,,,,"yoke, pair"
