lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_410_translation,version_411_translation,version_412_translation,version_413_translation,version_414_translation,version_415_translation,version_416_translation,version_417_translation,version_418_translation,version_419_translation,version_420_translation,version_421_translation,version_422_translation,version_423_translation,english_translation
γυνή,127,unigram,feminine,nominative,plural,gwragedd,193.47974873441257,gwragedd,gwragedd,gwragedd,gwragedd,gwragedd,,,,,,gwragedd,gwragedd,wragedd,,"wife, woman"
γυνή,133,unigram,feminine,nominative,singular,wraig,745.7149371403008,wraig,wraig,wraig,wraig,wraig,,,,,,wreic,wreic,wraig,wraig,"wife, woman"
ἄνεμος,10,unigram,masculine,nominative,plural,gwyntoedd,32.310447920851445,gwyntoedd,gwyntoedd,gwyntoedd,gwyntoedd,gwyntoedd,,,,,,gwyntoedd,gwyntoedd,,gwyntoedd,wind
ἄνεμος,70,unigram,masculine,nominative,singular,gwynt,7911.770359991095,gwynt,gwynt,gwynt,gwynt,gwynt,,,,,,gwynt,gwynt,gwynt,gwynt,wind
πνεῦμα,321,unigram,neuter,accusative,plural,,,,,ddechreuad,ddechreuad,ysprydion,,,,,,ddechraeat,ddechraeat,,cyflwr,"wind, breath, spirit"
πνεῦμα,175,unigram,neuter,accusative,singular,Ysbryd,8.89635185002371,Ysbryd,Ysbryd,Ysbryd,Ysbryd,Yspryd,,,,,,yspryt,yspryt,Ysbryd,Ysbryd,"wind, breath, spirit"
πνεῦμα,12,unigram,neuter,nominative,plural,ysbrydion,14.1192027709879,ysbrydion,ysbrydion,ysbrydion,ysbrydion,ysprydion,,,,,,ysprytion,ysprytion,ysbrydion,ysbrydion,"wind, breath, spirit"
πνεῦμα,25,unigram,neuter,nominative,singular,Ysbryd,5.21143187739561,Ysbryd,Ysbryd,Ysbryd,Ysbryd,Yspryd,,,,,,yspryt,yspryt,Ysbryd,Ysbryd,"wind, breath, spirit"
κοιλία,291,unigram,feminine,nominative,singular,sugnaist,1.3145498598524454,,,sugnaist,sugnaist,sugnaist,,,,,,,,,,"womb, stomach, source of feelings and emotions"
ῥῆμα,195,unigram,neuter,accusative,plural,geiriau,134.38490933019312,geiriau,geiriau,geiriau,geiriau,ymadroddion,,,,,,airiae,airiae,geiriau,ddweud,word
ῥῆμα,172,unigram,neuter,accusative,singular,gair,11.497550536387514,ymadrodd,ymadrodd,gair,gair,ymadrodd,,,,,,gair,gair,deall,Doedd,word
ῥῆμα,32,unigram,neuter,nominative,plural,geiriau,14.620644633264874,geiriau,geiriau,geiriau,geiriau,ymadroddion,,,,,,geiriae,geiriae,geiriau,nonsens,word
ῥῆμα,340,unigram,neuter,nominative,singular,gair,7.697271291597524,peth,peth,gair,gair,gair,,,,,,gair,gair,pob,gadarnhau,word
λόγος,173,unigram,masculine,accusative,plural,geiriau,65.98392577230378,geiriau,geiriau,geiriau,geiriau,geiriau,,,,,,gairiae,gairiae,,ddweud,word
λόγος,165,unigram,masculine,accusative,singular,gair,2760.8502193842646,gair,gair,gair,gair,Gair,,,,,,gair,gair,gair,neges,word
λόγος,162,unigram,masculine,nominative,plural,ngeiriau,2.1554346380459917,ngeiriau,ngeiriau,ânt,ânt,ant,,,,,,Nef,Nef,ngeiriau,diflannu,word
λόγος,310,unigram,masculine,nominative,singular,gair,7598.951539317685,gair,gair,gair,gair,gair,,,,,,gair,gair,Gair,neges,word
ἔργον,46,unigram,neuter,accusative,plural,gweithredoedd,22.133919558466626,gweithredoedd,gweithredoedd,gweithredoedd,gweithredoedd,gweithredoedd,,,,,,gweithredoedd,gweithredoedd,gwneud,gwneud,work
ἔργον,101,unigram,neuter,accusative,singular,weithred,4.401210595944799,brydferth,brydferth,weithred,weithred,berwch,,,,,,,,weithred,hyfryd,work
ἔργον,314,unigram,neuter,nominative,plural,gweithredoedd,3.731223173032591,gweithredoedd,gweithredoedd,gweithredoedd,gweithredoedd,gweithredoedd,,,,,,gweithredoedd,gweithredoedd,gweithredoedd,golau,work
ἐργάτης,156,unigram,masculine,nominative,plural,,,,,,,weithwyr,,,,,,,,,brin,worker
ἐργάτης,223,unigram,masculine,nominative,singular,gweithiwr,3.4567330347177525,gweithiwr,gweithiwr,,,gweithiwr,,,,,,gweithwr,gweithwr,gweithiwr,gweithiwr,worker
μέριμνα,177,unigram,feminine,nominative,plural,brysur,1.0954034664104502,,,,,,,,,,,,,,brysur,"worry, concern, desire"
μέριμνα,154,unigram,feminine,nominative,singular,hudoliaeth,1.1999087542240303,hudoliaeth,hudoliaeth,,,,,,,,,,,,brysur,"worry, concern, desire"
ἔτος,268,unigram,neuter,accusative,plural,mlynedd,55.97553421195056,mlynedd,mlynedd,mlynedd,mlynedd,mlynedd,,,,,,blynedd,blynedd,mlynedd,ers,year
