lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_840_translation,version_841_translation,version_842_translation,version_843_translation,version_844_translation,version_845_translation,version_846_translation,version_847_translation,version_848_translation,english_translation
θησαυρός,117,unigram,masculine,accusative,plural,,,,,,,,,,nichocoper,nichicopir,treasure
θησαυρός,254,unigram,masculine,accusative,singular,quichajin,1.2778083647016665,quichajin,chila,quichajin,rajal,,,kichajin,i-puobra,quibeyomal,treasure
δένδρον,105,unigram,neuter,accusative,plural,che,2.3861913882289185,,che,che,,che,che,cheꞌ,chieꞌ,,tree	
δένδρον,91,unigram,neuter,accusative,singular,che,2.3861913882289185,,che,che,,che,che,cheꞌ,chieꞌ,,tree	
κώμη,307,unigram,feminine,accusative,plural,cocoj,13.59271267952911,aldeas,kokoj,cocoj,cocoj,cocoj,aldea,aldeas,aldeas,cocoj,village
κώμη,64,unigram,feminine,accusative,singular,aldea,852.0960666894323,aldea,ko'ol,vit,aldea,ti,aldea,aldea,aldea,tenemit,village
παρθένος,322,unigram,feminine,nominative,plural,qui-lámparas,1.2859167991058664,xtani,xtani,quik'ak,qui-lámparas,quik'ak,quilámpara,qꞌopojiꞌ,qui-lámparas,qui-lámparas,virgin
παρθένος,235,unigram,feminine,nominative,singular,Emanuel,1.408173334933844,,,Emanuel,,Emanuel,,,Emanuel.Ri,,virgin
φωνή,236,unigram,feminine,nominative,plural,,,,,,,,xtich'acon,,xnimax,xch'acon,voice or sound
φωνή,365,unigram,feminine,nominative,singular,Nuc'ajol,1.8841710086181436,Nuc'ajol,,Nuc'ajol,o-pa,Nuc'ajol,Nuc'ajol,chꞌabꞌel,xchꞌo-pa,n-pe,voice or sound
πόλεμος,299,unigram,masculine,accusative,plural,,,,yebanatej,oyoval,guerra,,xtiwac'axala,guerras,,xtic'oxaj,war
πόλεμος,50,unigram,masculine,accusative,singular,rusoldados,1.0960622061228922,,,,,,rusoldados,,,,war
ὕδωρ,387,unigram,neuter,accusative,plural,ya,16.390233110058624,ya,ya,ya,ya,ya,,yaꞌ,yaꞌ,ya,water
ὕδωρ,111,unigram,neuter,accusative,singular,ya,18.418260112457315,ya,ya,ya,ya,ya,,yaꞌ,yaꞌ,ya,water
ὕδωρ,131,unigram,neuter,nominative,singular,ya,4.982194568090905,ya,ya,,ya,,,yaꞌ,yaꞌ,,water
ὑδρία,241,unigram,feminine,accusative,plural,Que'inojsaj,1.2013309189107515,,,,Que'inojsaj,,Que'inojsaj,,,,water jar
ὑδρία,137,unigram,feminine,accusative,singular,rucucu,2.875618130664238,rucucu,rukuku,rucura,rucucu,rucucu,rucucu,rukukuꞌ,ru-cántaro,,water jar
ὁδός,300,unigram,feminine,accusative,plural,bey,1.500931746320812,bey,kik'aslen,nyebe,,yebe,bey,bꞌey,bꞌay,bey,way
ὁδός,169,unigram,feminine,accusative,singular,bey,27.348482010058913,bey,bey,bey,rubey,bey,bey,bꞌey,rubꞌiey,bey,way
γάμος,191,unigram,masculine,accusative,plural,c'ulubic,50.00010896342732,c'ulubic,k'ulubik,c'ulubic,c'ulubic,c'ulubic,c'ulanen,rukꞌulubꞌik,cꞌulubꞌic,c'ulubic,wedding
γάμος,280,unigram,masculine,accusative,singular,xe'oyox,2.254088772052094,xe'oyox,xoyox,xe'oyox,xojban,xe'oyox,,eꞌoyon,cꞌulubꞌic,xe'an,wedding
γυνή,130,unigram,feminine,accusative,plural,,,rucovil,ixjayilonel,rixjaylonel,,ixjaylonel,,rukowil,,nujach-ri,"wife, woman"
γυνή,209,unigram,feminine,accusative,singular,rixjayil,26.842744457523455,rixayil,rixjayil,rixjayil,ruxayil,rixjayil,rixjayil,rixjayil,raxjayil,raxayil,"wife, woman"
γυνή,141,unigram,feminine,nominative,plural,ixoki,119.18021727294878,ixoki,ixoqi,ixoki,ixoki,ixoki,ixoki,ixoqiꞌ,ixokiꞌ,ixoki,"wife, woman"
γυνή,147,unigram,feminine,nominative,singular,ixok,753332.4163768679,ixok,ixoq,ixok,ixok,ixok,ixok,ixaq,ixok,ixok,"wife, woman"
ἄνεμος,9,unigram,masculine,nominative,plural,cak'ik,1.9221446195326743,cak'ik,kaq'iq,cakik,cak'ik,cak'ik,cak'ik,kaqiqꞌ,cakꞌiekꞌ,quiek'ik,wind
ἄνεμος,78,unigram,masculine,nominative,singular,cak'ik,18.008734325694494,cak'ik,kaq'iq,cakik,cak'ik,cak'ik,cak'ik,kaqiqꞌ,cakꞌiekꞌ,quiek'ik,wind
πνεῦμα,352,unigram,neuter,accusative,plural,,,,yeruk'en,nyeruc'ün,ye'bo'rc'ama-pa,yeruq'uen,lawalo,,,,"wind, breath, spirit"
πνεῦμα,196,unigram,neuter,accusative,singular,Espíritu,1.169187771658573,,,,,,,Espíritu,Espíritu,,"wind, breath, spirit"
πνεῦμα,13,unigram,neuter,nominative,plural,espíritu,5.853210492270272,espíritu,espíritu,espíritu,espíritu,espíritu,espíritu,espíritu,espíritus,espíritus,"wind, breath, spirit"
πνεῦμα,26,unigram,neuter,nominative,singular,Espíritu,2.5875785531667135,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,,"wind, breath, spirit"
λύκος,12,unigram,masculine,nominative,plural,nitz'etetaj,1.0595352057902494,,,,,,,,,nitz'etetaj,wolf
κοιλία,321,unigram,feminine,nominative,singular,atzꞌun,1.2556135199971068,,,,,,,,atzꞌun,,"womb, stomach, source of feelings and emotions"
ῥῆμα,218,unigram,neuter,accusative,plural,tzij,5.356650372062433,ch'abel,xeruyek,tzij,xintzijoj,xeruyec,xeruyec,tzij,xaꞌruyac,tzij,word
ῥῆμα,193,unigram,neuter,accusative,singular,tzij,1.4402613801187971,niquic'utuj-apu,xq'ax,tzij,xk'ax-ta,ch'abel,xk'ax,xkikꞌoxomaj,xiꞌka,tzij,word
ῥῆμα,35,unigram,neuter,nominative,plural,,,,,,nitiquir-ta,,Yac,tzij,,,word
ῥῆμα,373,unigram,neuter,nominative,singular,,,enimalaj,yarak'axaj,ncarac'axaj,c'ayef,yarac'axaj,,,,jatrunimaj,word
λόγος,194,unigram,masculine,accusative,plural,ch'abel,2.1699604703737925,ch'abel,ch'abel,tzij,nuch'abal,ch'abel,ch'abel,tzij,junan,junan,word
λόγος,184,unigram,masculine,accusative,singular,ruch'abel,2.2262081958749254,ruch'abel,ruch'abel,rutzij,xe'ka,ruch'abel,nac'axex,ndikakꞌaxaj,ruchꞌabꞌal,nic'oxex,word
λόγος,180,unigram,masculine,nominative,plural,,,xqueq'uis,,nyeq'uis,,,,,,xtibanataj-wi,word
λόγος,341,unigram,masculine,nominative,singular,tzij,1.3209642289371253,nibanataj,ch'abel,nbij,ch'abal,nubij,Ch'abel,tzij,nuchꞌabꞌal,tzij,word
ἔργον,53,unigram,neuter,accusative,plural,samaj,9.06778138620803,samaj,samaj,samaj,samaj,samaj,samaj,Tataꞌaj,samaj,samaj,work
ἔργον,113,unigram,neuter,accusative,singular,yixtane,1.812237052547563,ninak,yixtane,nyixtane,yixtane-ta-ka,yixtane,samaj,ngixwalal,,jixtane,work
ἔργον,345,unigram,neuter,nominative,plural,Sakil,2.6216288186238352,Sakil,yekibanala,Sük,sakil,Sakil,Sakil,ndiyikꞌan,Sakil,Sakil,work
ἔργον,320,unigram,neuter,nominative,singular,quininimaj,1.7843983705138204,yininimaj,,quinitakej,quininimaj,quininimaj,xitak,nginitaqij,tinimaj,quininimaj,work
ἐργάτης,173,unigram,masculine,nominative,plural,,,,tiko,ntzijos,samajela,nitzijox,yetzijon,ejubꞌaꞌ,aj-samajiel,nitzijos,worker
ἐργάτης,248,unigram,masculine,nominative,singular,samajel,1.7602226829380851,samaj,samajel,samajel,,samajel,samajel,rukꞌulun,samajiel,nic'atzin,worker
μέριμνα,198,unigram,feminine,nominative,plural,ndikirayij,1.0662810310693744,,,,,,,ndikirayij,,,"worry, concern, desire"
μέριμνα,171,unigram,feminine,nominative,singular,kꞌixlej,1.0298039474391791,,,,,,,kꞌixlej,,,"worry, concern, desire"
ἔτος,296,unigram,neuter,accusative,plural,juna,16208.662470107962,juna,juna,juna,juna,juna,juna,junaꞌ,junaꞌ,juna,year
ἔτος,210,unigram,neuter,accusative,singular,juna,11.221007613762694,,juna,juna,juna,juna,juna,,Nicꞌot-na,tinya,year
ζεῦγος,290,unigram,neuter,accusative,singular,,,,nikisuj,ch'ajch'ojrisanic,najosk'ij-avi,ch'ajch'ojirisanic,,,,Ca,"yoke, pair"
