lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2251_translation,version_2252_translation,version_2253_translation,version_2254_translation,version_2255_translation,version_2256_translation,version_2257_translation,english_translation
ὕδωρ,131,unigram,neuter,nominative,singular,पानी,3.639689844244986,पानी,पानी,पानी,पानी,जल,जल,जल,water
ὑδρία,138,unigram,feminine,accusative,singular,घड़ा,2.2928602127492312,घड़ा,घड़ा,घड़ा,घड़ा,घड़े,घड़ा,घड़ा,water jar
ὁδός,301,unigram,feminine,accusative,plural,भर,1.6013541857018891,भर,भर,भर,भर,भर,भर,भर,way
ὁδός,170,unigram,feminine,accusative,singular,मार्ग,3855.647113710144,मार्ग,मार्ग,मार्ग,मार्ग,मार्ग,मार्ग,मार्ग,way
γάμος,192,unigram,masculine,accusative,plural,विवाह,5.705643989990647,ब्याह,विवाह,विवाह,ब्‍याह,विवाह,विवाह-भोज,आमंत्रित,wedding
γάμος,281,unigram,masculine,accusative,singular,,,नेवते,निमन्त्रित,निमंत्रित,,शादी,निमन्‍त्रित,आमंत्रित,wedding
γυνή,130,unigram,feminine,accusative,plural,कठोरता,1.1559680445460239,,अपनी-अपनी,अनुमति,कठोरता,जड़ता,कठोरता,कठोरता,"wife, woman"
γυνή,210,unigram,feminine,accusative,singular,पत्नी,78.50476587203258,पत्नी,पत्नी,पत्नी,पत्‍नी,पत्नी,पत्‍नी,पत्नी,"wife, woman"
γυνή,142,unigram,feminine,nominative,plural,,,स्त्रियां,थीं,स्त्रियाँ,थीं,स्त्रियाँ,स्‍त्रियाँ,स्त्रियां,"wife, woman"
γυνή,148,unigram,feminine,nominative,singular,स्त्री,1726.7797249051912,स्त्री,स्त्री,स्त्री,स्‍त्री,स्त्री,स्‍त्री,स्त्री,"wife, woman"
ἄνεμος,11,unigram,masculine,nominative,plural,आंधी,1.4173121865629283,,,,,,,आंधी,wind
ἄνεμος,79,unigram,masculine,nominative,singular,हवा,6.465315064329118,हवा,हवा,हवा,हवा,हवा,वायु,नाव,wind
πνεῦμα,355,unigram,neuter,accusative,plural,आत्माओं,3.5989363277221815,आत्माओं,आत्माओं,आत्माओं,आत्‍माओं,दुष्टात्माओं,आत्‍माओं,खराब,"wind, breath, spirit"
πνεῦμα,197,unigram,neuter,accusative,singular,आत्मा,466.01177775124916,आत्मा,आत्मा,आत्मा,आत्‍मा,आत्मा,आत्‍मा,आत्मा,"wind, breath, spirit"
πνεῦμα,14,unigram,neuter,nominative,plural,आत्मा,1.9038934106117338,आत्मा,आत्मा,आत्मा,आत्‍मा,दुष्टात्माएँ,आत्‍माएँ,प्रेत,"wind, breath, spirit"
πνεῦμα,28,unigram,neuter,nominative,singular,आत्मा,1558.5425420249053,आत्मा,आत्मा,आत्मा,आत्‍मा,आत्मा,आत्‍मा,आत्मा,"wind, breath, spirit"
κοιλία,322,unigram,feminine,nominative,singular,,,स्तन,,,,,,पुकार,"womb, stomach, source of feelings and emotions"
ῥῆμα,219,unigram,neuter,accusative,plural,बातें,118.8943087463033,बातें,बातें,बातें,बातें,वचनों,संजोए,वचनों,word
ῥῆμα,194,unigram,neuter,accusative,singular,बात,87.321892682268,बात,बात,बात,बात,समझ,समझ,बात,word
ῥῆμα,37,unigram,neuter,nominative,plural,बातें,4.231516478564588,बातें,बातें,बातें,बातें,शब्द,वचन,बेमतलब,word
ῥῆμα,376,unigram,neuter,nominative,singular,कथन,1.0012193071669466,,,,,कथन,,,word
λόγος,195,unigram,masculine,accusative,plural,बातें,1.3468310717878524,बातें,बातों,बातें,बातें,शब्दों,समाप्‍त,शिक्षाओं,word
λόγος,185,unigram,masculine,accusative,singular,वचन,1755.5168305428226,वचन,वचन,वचन,वचन,वचन,वचन,वचन,word
λόγος,181,unigram,masculine,nominative,plural,बातें,1.0690924102407358,जाएंगे,बातें,जाएँगे,बातें,आकाश,कदापि,खत्म,word
λόγος,344,unigram,masculine,nominative,singular,वचन,175.98677605510227,वचन,वचन,वचन,वचन,वचन,वचन,वचन,word
ἔργον,54,unigram,neuter,accusative,plural,काम,25.58410291226861,काम,काम,काम,काम,कामों,कार्य,काम,work
ἔργον,114,unigram,neuter,accusative,singular,काम,10.718073559442173,काम,काम,काम,काम,काम,कार्य,काम,work
ἔργον,348,unigram,neuter,nominative,plural,काम,12.75371959727029,काम,काम,काम,काम,ज्योति,कार्य,काम,work
ἔργον,321,unigram,neuter,nominative,singular,कार्य,3.9269371188107387,कार्य,कार्य,कार्य,कार्य,करो।,उसमें,भेजे,work
ἐργάτης,174,unigram,masculine,nominative,plural,मजदूर,1.4076237444540338,मजदूर,पके,मजदूर,पक्‍के,कम,मजदूर,कम,worker
ἐργάτης,249,unigram,masculine,nominative,singular,मजदूर,16.223064874046322,मजदूर,मजदूर,मजदूर,मजदूर,मज़दूर,मजदूर,दूसरे,worker
μέριμνα,199,unigram,feminine,nominative,plural,निष्फल,1.316739288237296,निष्फल,निष्फल,निष्फल,निष्‍फल,दौलत,,,"worry, concern, desire"
μέριμνα,172,unigram,feminine,nominative,singular,दबाता,1.716640024827976,दबाता,दबाता,दबाता,दबाता,लोभ,मोह,,"worry, concern, desire"
ἔτος,297,unigram,neuter,accusative,plural,वर्ष,1696.66331602494,वर्ष,वर्ष,वर्ष,वर्ष,साल,वर्षों,वर्ष,year
ἔτος,211,unigram,neuter,accusative,singular,वर्ष,16.684523609236194,वर्ष,वर्ष,,वर्ष,,वर्ष,वर्ष,year
ζεῦγος,24,unigram,neuter,accusative,plural,जोड़े,1.4431959767309506,जोड़े,जोड़े,जोड़े,जोड़े,जोड़ी,,अभी-अभी,"yoke, pair"
ζεῦγος,290,unigram,neuter,accusative,singular,पंडुकों,1.3167216672078015,पंडुकों,पंडुकों,,पंडुकों,,,,"yoke, pair"
