lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1684_translation,version_1685_translation,version_1682_translation,version_1680_translation,version_1679_translation,version_1669_translation,version_1681_translation,version_1674_translation,version_1666_translation,version_1665_translation,version_1671_translation,version_1667_translation,version_1670_translation,version_1675_translation,version_1673_translation,version_1677_translation,version_1683_translation,version_1676_translation,version_1672_translation,version_1668_translation,version_1664_translation,version_1663_translation,version_1678_translation,english_translation
κριτής,249,unigram,masculine,nominative,plural,tyAjayanti,1.3539150615529334,တျာဇယန္တိ,ត្យាជយន្តិ,ตฺยาชยนฺติ,ത്യാജയന്തി,ತ್ಯಾಜಯನ್ತಿ,tyājayanti,ත්‍යාජයන්ති,ਤ੍ਯਾਜਯਨ੍ਤਿ,tyAjayanti,tyaajayanti,त्याजयन्ति,tyAjayanti,تْیاجَیَنْتِ؟,ત્યાજયન્તિ,ত্যাজযন্তি,த்யாஜயந்தி,ཏྱཱཛཡནྟི,ତ୍ୟାଜଯନ୍ତି,ত্যাজযন্তি,tyājayanti,tyAjayanti,निःसारयन्‍ति,త్యాజయన్తి,judge
κριτής,131,unigram,masculine,nominative,singular,न्‍यायकर्तुः,1.068826637519823,,,,,,,,,,,,,,,,,,,,,,न्‍यायकर्तुः,,judge
βασιλεύς,87,unigram,masculine,accusative,plural,शासकानां,1.9999465890075607,,,,,,,,,,,,,,,,,,,,,,शासकानां,,king
βασιλεύς,46,unigram,masculine,accusative,singular,rAjAnaM,13.7771942378831,ရာဇာနံ,រាជានំ,ราชานํ,രാജാനം,ರಾಜಾನಂ,rājānaṁ,රාජානං,ਰਾਜਾਨੰ,rAjAnaM,raajaana.m,राजानं,rAjAnaM,راجانَں,રાજાનં,ৰাজানং,ராஜாநம்ʼ,རཱཛཱནཾ,ରାଜାନଂ,রাজানং,rājānaṁ,rAjAnaM,राजा,రాజానం,king
βασιλεία,63,unigram,feminine,accusative,plural,jagataH,1.4115104664630254,ဇဂတး,ជគតះ,ชคต,ജഗതഃ,ಜಗತಃ,jagataḥ,ජගතඃ,ਜਗਤਃ,jagataH,jagata.h,जगतः,jagataH,جَگَتَح,જગતઃ,জগতঃ,ஜக³த​,ཛགཏཿ,ଜଗତଃ,জগতঃ,jagataḥ,jagataH,,జగతః,kingdom
βασιλεία,127,unigram,feminine,accusative,singular,rAjyaM,4.39762389638473,ရာဇျံ,រាជ្យំ,ราชฺยํ,രാജ്യം,ರಾಜ್ಯಂ,rājyaṁ,රාජ්‍යං,ਰਾਜ੍ਯੰ,rAjyaM,ii,राज्यं,rAjyaM,راجْیَں,રાજ્યં,ৰাজ্যং,ராஜ்யம்ʼ,རཱཛྱཾ,ରାଜ୍ୟଂ,রাজ্যং,rājyaṁ,rAjyaM,राज्‍यं,రాజ్యం,kingdom
κλῆρος,1,unigram,masculine,accusative,singular,वस्‍त्राणि,1.3758408714777457,,,,,,,,,,,,,,,,,,,,,,वस्‍त्राणि,,"lots (casting of lots), inheritance"
ἄνθρωπος,239,unigram,masculine,accusative,plural,किन्‍तु,1.5450537856066096,,,,,,,,,,,,,,,,,,,,,,किन्‍तु,,man
ἄνθρωπος,208,unigram,masculine,accusative,singular,naramamedhyaM,2.5345784765220647,နရမမေဓျံ,នរមមេធ្យំ,นรมเมธฺยํ,നരമമേധ്യം,ನರಮಮೇಧ್ಯಂ,naramamēdhyaṁ,නරමමේධ්‍යං,ਨਰਮਮੇਧ੍ਯੰ,naramamedhyaM,naramamedhya.m,नरममेध्यं,naramamedhyaM,نَرَمَمیدھْیَں,નરમમેધ્યં,নৰমমেধ্যং,நரமமேத்⁴யம்ʼ,ནརམམེདྷྱཾ,ନରମମେଧ୍ୟଂ,নরমমেধ্যং,naramamedhyaṁ,naramamEdhyaM,,నరమమేధ్యం,man
ἄνθρωπος,95,unigram,masculine,nominative,plural,manujA,1.8034407594679198,မနုဇာ,មនុជា,มนุชา,മനുജാ,ಮನುಜಾ,manujā,මනුජා,ਮਨੁਜਾ,manujA,manujaa,मनुजा,manujA,مَنُجا,મનુજા,মনুজা,மநுஜா,མནུཛཱ,ମନୁଜା,মনুজা,manujā,manujA,इच्‍छथ,మనుజా,man
ἄνθρωπος,140,unigram,masculine,nominative,singular,,,ဒူရဒေၑံ,ទូរទេឝំ,ทูรเทศํ,ദൂരദേശം,ದೂರದೇಶಂ,dūradēśaṁ,දූරදේශං,ਦੂਰਦੇਸ਼ੰ,dUradezaM,duurade,दूरदेशं,dUradeshaM,دُورَدیشَں,દૂરદેશં,দূৰদেশং,தூ³ரதே³ஸ²ம்ʼ,དཱུརདེཤཾ,ଦୂରଦେଶଂ,দূরদেশং,dūradeśaṁ,dUradEzaM,मनुष्‍यः,దూరదేశం,man
ἀνήρ,199,unigram,masculine,accusative,plural,आसन्‌।,1.4033736528951712,,,,,,,,,,,,,,,,,,,,,,आसन्‌।,,"man, husband"
ἀνήρ,203,unigram,masculine,accusative,singular,mariyam,2.303169250674061,မရိယမ်,មរិយម៑,มริยมฺ,മരിയമ്,ಮರಿಯಮ್,mariyam,මරියම්,ਮਰਿਯਮ੍,mariyam,mariyam,मरियम्,mariyam,,મરિયમ્,মৰিযম্,மரியம்,མརིཡམ྄,ମରିଯମ୍,মরিযম্,mariyam,mariyam,पुरुषेण,మరియమ్,"man, husband"
ἀνήρ,117,unigram,masculine,nominative,plural,,,ပုရုၐာ,បុរុឞា,ปุรุษา,പുരുഷാ,ಪುರುಷಾ,puruṣā,පුරුෂා,ਪੁਰੁਸ਼਼ਾ,puruSA,puru.saa,पुरुषा,puruShA,پُرُشا,પુરુષા,পুৰুষা,புருஷா,པུརུཥཱ,ପୁରୁଷା,পুরুষা,puruṣā,puruSA,प्रायः,పురుషా,"man, husband"
ἀνήρ,192,unigram,masculine,nominative,singular,patitvA,1.1262964952712962,ပတိတွာ,បតិត្វា,ปติตฺวา,പതിത്വാ,ಪತಿತ್ವಾ,patitvā,පතිත්වා,ਪਤਿਤ੍ਵਾ,patitvA,patitvaa,पतित्वा,patitvA,یِیشوشْچَرَنَیوح,પતિત્વા,পতিৎৱা,பதித்வா,པཏིཏྭཱ,ପତିତ୍ୱା,পতিৎৱা,patitvā,patitvA,एकः,పతిత్వా,"man, husband"
μνᾶ,241,unigram,feminine,accusative,plural,,,,,ทศมุทฺรา,,,,,,,da,,,,,,,,,,,,,,mina (about 100 days' wages)
μνᾶ,9,unigram,feminine,accusative,singular,,,ဒၑမုဒြား,ទឝមុទ្រាះ,ทศมุทฺรา,ദശമുദ്രാഃ,ದಶಮುದ್ರಾಃ,daśamudrāḥ,දශමුද්‍රාඃ,ਦਸ਼ਮੁਦ੍ਰਾਃ,dazamudrAH,samudraa.h,दशमुद्राः,dashamudrAH,دَشَمُدْراح,દશમુદ્રાઃ,দশমুদ্ৰাঃ,த³ஸ²முத்³ரா​,དཤམུདྲཱཿ,ଦଶମୁଦ୍ରାଃ,দশমুদ্রাঃ,daśamudrāḥ,dazamudrAH,,దశముద్రాః,mina (about 100 days' wages)
πρωτοκαθεδρία,85,unigram,feminine,accusative,plural,भोज्‍येषु,1.9999474613861017,,,,,,,,,,,,,,,,,,,,,,भोज्‍येषु,,"most important seat, seat of honour"
μήτηρ,224,unigram,feminine,accusative,singular,mAtaraM,1.90872286047593,မာတရံ,មាតរំ,มาตรํ,മാതരം,ಮಾತರಂ,mātaraṁ,මාතරං,ਮਾਤਰੰ,mAtaraM,maatara.m,मातरं,mAtaraM,ماتَرَں,માતરં,মাতৰং,மாதரம்ʼ,མཱཏརཾ,ମାତରଂ,মাতরং,mātaraṁ,mAtaraM,मातरं,మాతరం,mother
ὄρος,174,unigram,neuter,accusative,plural,,,တိၐ္ဌန္တိ,តិឞ្ឋន្តិ,ติษฺฐนฺติ,തിഷ്ഠന്തി,ತಿಷ್ಠನ್ತಿ,tiṣṭhanti,තිෂ්ඨන්ති,ਤਿਸ਼਼੍ਠਨ੍ਤਿ,tiSThanti,ti.s.thanti,तिष्ठन्ति,tiShThanti,یِہُودِییَدیشے,તિષ્ઠન્તિ,তিষ্ঠন্তি,திஷ்ட²ந்தி,ཏིཥྛནྟི,ତିଷ୍ଠନ୍ତି,তিষ্ঠন্তি,tiṣṭhanti,tiSThanti,यहूदाप्रदेशे,తిష్ఠన్తి,mountain
ὄρος,213,unigram,neuter,accusative,singular,anantaraM,1.2133576322765274,အနန္တရံ,អនន្តរំ,อนนฺตรํ,അനന്തരം,ಅನನ್ತರಂ,anantaraṁ,අනන්තරං,ਅਨਨ੍ਤਰੰ,anantaraM,anantara.m,अनन्तरं,anantaraM,اَنَنْتَرَں,અનન્તરં,অনন্তৰং,அநந்தரம்ʼ,ཨནནྟརཾ,ଅନନ୍ତରଂ,অনন্তরং,anantaraṁ,anantaraM,गिरिम्‌,అనన్తరం,mountain
ὄνομα,72,unigram,neuter,accusative,plural,,,,,พรฺถลมย,,,,,,,,,,آنْدْرِیَح,,,ப³ர்த²லமய​,,,,,,,,name
ὄνομα,27,unigram,neuter,accusative,singular,nAma,4.5753248142177005,နာမ,នាម,นาม,നാമ,ನಾಮ,nāma,නාම,ਨਾਮ,nAma,naama,नाम,nAma,نامَ,નામ,নাম,நாம,ནཱམ,ନାମ,নাম,nāma,nAma,नाम,నామ,name
ὄνομα,83,unigram,neuter,nominative,plural,नामानि,1.9999457368953264,,,,,,,,,,,,,,,,,,,,,,नामानि,,name
ὄνομα,204,unigram,neuter,nominative,singular,nAma,9.760446243850176,နာမ,នាម,นาม,നാമ,ನಾಮ,nāma,නාම,ਨਾਮ,nAma,naama,नाम,nAma,نامَ,નામ,নাম,நாம,ནཱམ,ନାମ,নাম,nāma,nAma,नाम,నామ,name
ἔθνος,185,unigram,neuter,accusative,plural,susaMvAdaH,5.962175680001993,သုသံဝါဒး,សុសំវាទះ,สุสํวาท,സുസംവാദഃ,ಸುಸಂವಾದಃ,susaṁvādaḥ,සුසංවාදඃ,ਸੁਸੰਵਾਦਃ,susaMvAdaH,sarvvade,सुसंवादः,susaMvAdaH,سُسَںوادَح,સુસંવાદઃ,সুসংৱাদঃ,ஸுஸம்ʼவாத³​,སུསཾཝཱདཿ,ସୁସଂୱାଦଃ,সুসংৱাদঃ,susaṁvādaḥ,susaMvAdaH,,సుసంవాదః,nation
ἔθνος,154,unigram,neuter,accusative,singular,দেশো,1.1069267091887904,ဒေၑော,ទេឝោ,เทโศ,ദേശോ,ದೇಶೋ,dēśō,දේශෝ,ਦੇਸ਼ੋ,dezo,raajyasya,देशो,desho,دیشو,દેશો,দেশো,தே³ஸோ²,དེཤོ,ଦେଶୋ,দেশো,deśo,dEzO,,దేశో,nation
ἔθνος,244,unigram,neuter,nominative,plural,,,ဒေဝါရ္စ္စကာ,ទេវាច៌្ចកា,เทวารฺจฺจกา,ദേവാർച്ചകാ,ದೇವಾರ್ಚ್ಚಕಾ,dēvārccakā,දේවාර්ච්චකා,ਦੇਵਾਰ੍ੱਚਕਾ,devArccakA,devaarccakaa,देवार्च्चका,devArchchakA,,દેવાર્ચ્ચકા,দেৱাৰ্চ্চকা,தே³வார்ச்சகா,དེཝཱརྩྩཀཱ,ଦେୱାର୍ଚ୍ଚକା,দেৱার্চ্চকা,devārccakā,dEvArccakA,,దేవార్చ్చకా,nation
ἔθνος,21,unigram,neuter,nominative,singular,দেশো,1.1025704309801756,ဒေၑော,ទេឝោ,เทโศ,ദേശോ,ದೇಶೋ,dēśō,දේශෝ,ਦੇਸ਼ੋ,dezo,sasya,देशो,desho,دیشو,દેશો,দেশো,தே³ஸோ²,དེཤོ,ଦେଶୋ,দেশো,deśo,dEzO,राष्‍ट्रस्‍य,దేశో,nation
ὅρκος,47,unigram,masculine,accusative,plural,sapathasya,1.9577254290516817,,,,,,,,,,sapathasya,,,,,,,,,,,,,,oath
παραβολή,179,unigram,feminine,accusative,singular,,,ဒၖၐ္ဋာန္တံ,ទ្ឫឞ្ដាន្តំ,ทฺฤษฺฏานฺตํ,ദൃഷ്ടാന്തം,ದೃಷ್ಟಾನ್ತಂ,dr̥ṣṭāntaṁ,දෘෂ්ටාන්තං,ਦ੍ਰੁʼਸ਼਼੍ਟਾਨ੍ਤੰ,dRSTAntaM,d.r.s.taanta.m,दृष्टान्तं,dR^iShTAntaM,درِشْٹانْتَں,દૃષ્ટાન્તં,দৃষ্টান্তং,த்³ருʼஷ்டாந்தம்ʼ,དྲྀཥྚཱནྟཾ,ଦୃଷ୍ଟାନ୍ତଂ,দৃষ্টান্তং,dṛṣṭāntaṁ,dRSTAntaM,दृष्‍टान्‍तम्‌,దృష్టాన్తం,parable
μέρος,280,unigram,neuter,accusative,plural,prasthAya,2.364685408732558,ပြသ္ထာယ,ប្រស្ថាយ,ปฺรสฺถาย,പ്രസ്ഥായ,ಪ್ರಸ್ಥಾಯ,prasthāya,ප්‍රස්ථාය,ਪ੍ਰਸ੍ਥਾਯ,prasthAya,prasthaaya,प्रस्थाय,prasthAya,پْرَسْتھایَ,પ્રસ્થાય,প্ৰস্থায,ப்ரஸ்தா²ய,པྲསྠཱཡ,ପ୍ରସ୍ଥାଯ,প্রস্থায,prasthāya,prasthAya,विसृज्‍य,ప్రస్థాయ,part
μέρος,40,unigram,neuter,accusative,singular,ताडयिष्‍यति,1.1924441687643823,,,,,,,,,,,,,,,,,,,,,,ताडयिष्‍यति,,part
μαργαρίτης,181,unigram,masculine,accusative,plural,,,အနျဉ္စ,អន្យញ្ច,อนฺยญฺจ,അന്യഞ്ച,ಅನ್ಯಞ್ಚ,anyañca,අන්‍යඤ්ච,ਅਨ੍ਯਞ੍ਚ,anyaJca,anya,अन्यञ्च,anya,اَنْیَنْچَ,અન્યઞ્ચ,অন্যঞ্চ,அந்யஞ்ச,ཨནྱཉྩ,ଅନ୍ୟଞ୍ଚ,অন্যঞ্চ,anyañca,anyanjca,,అన్యఞ్చ,pearls
τόπος,220,unigram,masculine,accusative,plural,,,ဒုရ္ဘိက္ၐံ,ទុព៌្ហិក្ឞំ,ทุรฺภิกฺษํ,ദുർഭിക്ഷം,ದುರ್ಭಿಕ್ಷಂ,durbhikṣaṁ,දුර්භික්‍ෂං,ਦੁਰ੍ਭਿਕ੍ਸ਼਼ੰ,durbhikSaM,durbhik.sa.m,दुर्भिक्षं,durbhikShaM,دُرْبھِکْشَں,દુર્ભિક્ષં,দুৰ্ভিক্ষং,து³ர்பி⁴க்ஷம்ʼ,དུརྦྷིཀྵཾ,ଦୁର୍ଭିକ୍ଷଂ,দুর্ভিক্ষং,durbhikṣaṁ,durbhikSaM,भूकम्‍पः,దుర్భిక్షం,place
τόπος,238,unigram,masculine,accusative,singular,sthAnaM,3.92202115278847,သ္ထာနံ,ស្ថានំ,สฺถานํ,സ്ഥാനം,ಸ್ಥಾನಂ,sthānaṁ,ස්ථානං,ਸ੍ਥਾਨੰ,sthAnaM,sthaana.m,स्थानं,sthAnaM,سْتھانَں,સ્થાનં,স্থানং,ஸ்தா²நம்ʼ,སྠཱནཾ,ସ୍ଥାନଂ,স্থানং,sthānaṁ,sthAnaM,स्‍थानम्‌,స్థానం,place
πρωτοκλισία,222,unigram,feminine,accusative,plural,भोज्‍येषु,1.957552713018298,,,,,,,,,,,,,,,,,,,,,,भोज्‍येषु,,place of honor
ὄφις,84,unigram,masculine,accusative,singular,सर्पम्‌,1.6320964603616912,,,,,,,,,,,,,,,,,,,,,,सर्पम्‌,,poison
σκεῦος,109,unigram,neuter,accusative,plural,janaM,1.5673311462662973,ဇနံ,ជនំ,ชนํ,ജനം,ಜನಂ,janaṁ,ජනං,ਜਨੰ,janaM,jana.m,जनं,janaM,جَنَں,જનં,জনং,ஜநம்ʼ,ཛནཾ,ଜନଂ,জনং,janaṁ,janaM,शक्‍नोति,జనం,"possession, object, thing, jar, vessel"
δύναμις,86,unigram,feminine,accusative,plural,चमत्‍काराः,1.999946705356495,,,,,,,,,,,,,,,,,,,,,,चमत्‍काराः,,"power, ability, miracle"
δύναμις,36,unigram,feminine,accusative,singular,,,,,,,,,,,,sakti,,shakti,,,,,,,,,,सामर्थ्‍यम्‌,,"power, ability, miracle"
δύναμις,66,unigram,feminine,nominative,plural,karmma,8.104269398260579,ကရ္မ္မ,កម៌្ម,กรฺมฺม,കർമ്മ,ಕರ್ಮ್ಮ,karmma,කර්ම්ම,ਕਰ੍ੰਮ,karmma,karmma,कर्म्म,karmma,کَرْمَّ,કર્મ્મ,কৰ্ম্ম,கர்ம்ம,ཀརྨྨ,କର୍ମ୍ମ,কর্ম্ম,karmma,karmma,नभसः,కర్మ్మ,"power, ability, miracle"
ἱερεύς,196,unigram,masculine,nominative,singular,eko,2.58750700374523,ဧကော,ឯកោ,เอโก,ഏകോ,ಏಕೋ,ēkō,ඒකෝ,ਏਕੋ,eko,eko,एको,eko,ایکو,એકો,একো,ஏகோ,ཨེཀོ,ଏକୋ,একো,eko,EkO,याजकः,ఏకో,priest
φυλακή,19,unigram,feminine,accusative,singular,kArAyAM,6.86534229864444,ကာရာယာံ,ការាយាំ,การายำ,കാരായാം,ಕಾರಾಯಾಂ,kārāyāṁ,කාරායාං,ਕਾਰਾਯਾਂ,kArAyAM,kaaraayaa.m,कारायां,kArAyAM,کارایاں,કારાયાં,কাৰাযাং,காராயாம்ʼ,ཀཱརཱཡཱཾ,କାରାଯାଂ,কারাযাং,kārāyāṁ,kArAyAM,न्‍यायकर्तुः,కారాయాం,prison
προφήτης,50,unigram,masculine,accusative,plural,ভৱিষ্যদ্ৱাদিনো,1.9461578685110217,ဘဝိၐျဒွါဒိနော,ភវិឞ្យទ្វាទិនោ,ภวิษฺยทฺวาทิโน,ഭവിഷ്യദ്വാദിനോ,ಭವಿಷ್ಯದ್ವಾದಿನೋ,bhaviṣyadvādinō,භවිෂ්‍යද්වාදිනෝ,ਭਵਿਸ਼਼੍ਯਦ੍ਵਾਦਿਨੋ,bhaviSyadvAdino,bhavi.syadvaadino,भविष्यद्वादिनो,bhaviShyadvAdino,بھَوِشْیَدْوادِنو,ભવિષ્યદ્વાદિનો,ভৱিষ্যদ্ৱাদিনো,ப⁴விஷ்யத்³வாதி³நோ,བྷཝིཥྱདྭཱདིནོ,ଭୱିଷ୍ୟଦ୍ୱାଦିନୋ,ভৱিষ্যদ্ৱাদিনো,bhaviṣyadvādino,bhaviSyadvAdinO,,భవిష్యద్వాదినో,prophet
προφήτης,159,unigram,masculine,accusative,singular,,,,,,,,,,,,,,,بھَوِشْیَدْوادِیتِ,,,,,,,,,नबी,,prophet
προφήτης,180,unigram,masculine,nominative,plural,,,,,วฺยวสฺถาภวิษฺยทฺวาทินำ,,,,,,,,,,,,,வ்யவஸ்தா²ப⁴விஷ்யத்³வாதி³நாம்ʼ,,,,,,नबिनः,,prophet
προφήτης,214,unigram,masculine,nominative,singular,,,ဘဝိၐျဒွါဒီ,ភវិឞ្យទ្វាទី,ภวิษฺยทฺวาที,ഭവിഷ്യദ്വാദീ,ಭವಿಷ್ಯದ್ವಾದೀ,bhaviṣyadvādī,භවිෂ්‍යද්වාදී,ਭਵਿਸ਼਼੍ਯਦ੍ਵਾਦੀ,bhaviSyadvAdI,bhavi.syadvaadii,भविष्यद्वादी,bhaviShyadvAdI,بھَوِشْیَدْوادِی,ભવિષ્યદ્વાદી,ভৱিষ্যদ্ৱাদী,ப⁴விஷ்யத்³வாதீ³,བྷཝིཥྱདྭཱདཱི,ଭୱିଷ୍ୟଦ୍ୱାଦୀ,ভৱিষ্যদ্ৱাদী,bhaviṣyadvādī,bhaviSyadvAdI,नबी,భవిష్యద్వాదీ,prophet
βαλλάντιον,14,unigram,neuter,accusative,singular,vA,1.119973671674805,ဝါ,វា,วา,വാ,ವಾ,vā,වා,ਵਾ,vA,vaa,वा,vA,وا,વા,ৱা,வா,ཝཱ,ୱା,ৱা,vā,vA,,వా,purse
ποταμός,134,unigram,masculine,nominative,singular,सदृशः,1.6513325787238855,,,,,,,,,,,,,,,,,,,,,,सदृशः,,river
λῃστής,279,unigram,masculine,accusative,singular,,,,,,,,,,,,,,,چَورَں,,,,,,,,,दण्‍डान्‌,,robber
λῃστής,262,unigram,masculine,nominative,plural,,,ကြုၑေန,ក្រុឝេន,กฺรุเศน,ക്രുശേന,ಕ್ರುಶೇನ,kruśēna,ක්‍රුශේන,ਕ੍ਰੁਸ਼ੇਨ,kruzena,sena,क्रुशेन,krushena,کْرُشینَ,ક્રુશેન,ক্ৰুশেন,க்ருஸே²ந,ཀྲུཤེན,କ୍ରୁଶେନ,ক্রুশেন,kruśena,kruzEna,,క్రుశేన,robber
ἄρχων,53,unigram,masculine,nominative,plural,मसीहः,1.173576955396877,,,,,,,,,,,,,,,,,,,,,,मसीहः,,ruler
ἄρχων,257,unigram,masculine,nominative,singular,,,,,ชคต,,,,,,,,,,ایکودھِپَتِسْتَں,,,,,,,,,संसारस्‍य,,ruler
ἀκοή,5,unigram,feminine,accusative,plural,raNasya,1.207086702029465,ရဏသျ,រណស្យ,รณสฺย,രണസ്യ,ರಣಸ್ಯ,raṇasya,රණස්‍ය,ਰਣਸ੍ਯ,raNasya,ra.nasya,रणस्य,raNasya,رَنَسْیَ,રણસ્ય,ৰণস্য,ரணஸ்ய,རཎསྱ,ରଣସ୍ୟ,রণস্য,raṇasya,raNasya,,రణస్య,rumor
ἀκοή,61,unigram,feminine,accusative,singular,,,ရျၑး,រ្យឝះ,รฺยศ,ര്യശഃ,ರ್ಯಶಃ,ryaśaḥ,ර‍්‍යශඃ,ਰ੍ਯਸ਼ਃ,ryazaH,rya,र्यशः,ryashaH,رْیَشَح,ર્યશઃ,ৰ্যশঃ,ர்யஸ²​,ཪྻཤཿ,ର୍ୟଶଃ,র্যশঃ,ryaśaḥ,ryazaH,,ర్యశః,rumor
ἀκοή,269,unigram,feminine,nominative,singular,যশো,3.999796001312791,ယၑော,យឝោ,ยโศ,യശോ,ಯಶೋ,yaśō,යශෝ,ਯਸ਼ੋ,yazo,ya,यशो,yasho,یَشو,યશો,যশো,யஸோ²,ཡཤོ,ଯଶୋ,যশো,yaśo,yazO,ख्‍यातिः,యశో,rumor
βιβλίον,42,unigram,neuter,accusative,singular,pustakaM,7.276860408787719,ပုသ္တကံ,បុស្តកំ,ปุสฺตกํ,പുസ്തകം,ಪುಸ್ತಕಂ,pustakaṁ,පුස්තකං,ਪੁਸ੍ਤਕੰ,pustakaM,pustaka.m,पुस्तकं,pustakaM,پُسْتَکَں,પુસ્તકં,পুস্তকং,புஸ்தகம்ʼ,པུསྟཀཾ,ପୁସ୍ତକଂ,পুস্তকং,pustakaṁ,pustakaM,पुस्‍तकं,పుస్తకం,"scroll, book"
διάκονος,74,unigram,masculine,nominative,singular,yaH,1.2483190101843797,ယး,យះ,ย,യഃ,ಯಃ,yaḥ,යඃ,ਯਃ,yaH,ya.h,यः,yaH,یَح,યઃ,যঃ,ய​,ཡཿ,ଯଃ,যঃ,yaḥ,yaH,युष्‍मासु,యః,"servant, minister, deacon"
δοῦλος,168,unigram,masculine,accusative,plural,nijadAsAn,4.051100795313982,နိဇဒါသာန်,និជទាសាន៑,นิชทาสานฺ,നിജദാസാൻ,ನಿಜದಾಸಾನ್,nijadāsān,නිජදාසාන්,ਨਿਜਦਾਸਾਨ੍,nijadAsAn,nijadaasaan,निजदासान्,nijadAsAn,نِجَداسانْ,નિજદાસાન્,নিজদাসান্,நிஜதா³ஸாந்,ནིཛདཱསཱན྄,ନିଜଦାସାନ୍,নিজদাসান্,nijadāsān,nijadAsAn,दासान्‌,నిజదాసాన్,"servant, slave"
δοῦλος,22,unigram,masculine,accusative,singular,dAsaM,1.9827886532526608,ဒါသံ,ទាសំ,ทาสํ,ദാസം,ದಾಸಂ,dāsaṁ,දාසං,ਦਾਸੰ,dAsaM,daasa.m,दासं,dAsaM,داسَں,દાસં,দাসং,தா³ஸம்ʼ,དཱསཾ,ଦାସଂ,দাসং,dāsaṁ,dAsaM,दासं,దాసం,"servant, slave"
δοῦλος,82,unigram,masculine,nominative,plural,,,ဒါသေယာ,ទាសេយា,ทาเสยา,ദാസേയാ,ದಾಸೇಯಾ,dāsēyā,දාසේයා,ਦਾਸੇਯਾ,dAseyA,daaseyaa,दासेया,dAseyA,داسییا,દાસેયા,দাসেযা,தா³ஸேயா,དཱསེཡཱ,ଦାସେଯା,দাসেযা,dāseyā,dAsEyA,दासाः,దాసేయా,"servant, slave"
δοῦλος,163,unigram,masculine,nominative,singular,,,ဒါသော,ទាសោ,ทาโส,ദാസോ,ದಾಸೋ,dāsō,දාසෝ,ਦਾਸੋ,dAso,daaso,दासो,dAso,داسو,દાસો,দাসো,தா³ஸோ,དཱསོ,ଦାସୋ,দাসো,dāso,dAsO,सेवकः,దాసో,"servant, slave"
πρόβατον,265,unigram,neuter,accusative,plural,मेषान्‌,1.979705514725672,,,,,,,,,,,,,,,,,,,,,,मेषान्‌,,sheep
πρόβατον,114,unigram,neuter,accusative,singular,मेषः,1.9999469135800372,,,,,,,,,,,,,,,,,,,,,,मेषः,,sheep
ποιμήν,202,unigram,masculine,nominative,plural,মেষপালকাঃ,3.8326349180943984,မေၐပါလကား,មេឞបាលកាះ,เมษปาลกา,മേഷപാലകാഃ,ಮೇಷಪಾಲಕಾಃ,mēṣapālakāḥ,මේෂපාලකාඃ,ਮੇਸ਼਼ਪਾਲਕਾਃ,meSapAlakAH,me.sapaalakaa.h,मेषपालकाः,meShapAlakAH,میشَپالَکاح,મેષપાલકાઃ,মেষপালকাঃ,மேஷபாலகா​,མེཥཔཱལཀཱཿ,ମେଷପାଲକାଃ,মেষপালকাঃ,meṣapālakāḥ,mESapAlakAH,पशुचारकाः,మేషపాలకాః,"shepherd, pastor"
ποιμήν,233,unigram,masculine,nominative,singular,,,,,เมษปาลก,,,,,,,,,,میشَپالَکو,,,மேஷபாலக​,,,,,,मेषपालः,,"shepherd, pastor"
σημεῖον,111,unigram,neuter,accusative,plural,,,ဗဟူနျာၑ္စရျျကရ္မ္မာဏိ,ពហូន្យាឝ្ចយ៌្យកម៌្មាណិ,พหูนฺยาศฺจรฺยฺยกรฺมฺมาณิ,ബഹൂന്യാശ്ചര്യ്യകർമ്മാണി,ಬಹೂನ್ಯಾಶ್ಚರ್ಯ್ಯಕರ್ಮ್ಮಾಣಿ,bahūnyāścaryyakarmmāṇi,බහූන්‍යාශ්චර‍්‍ය්‍යකර්ම්මාණි,ਬਹੂਨ੍ਯਾਸ਼੍ਚਰ੍ੱਯਕਰ੍ੰਮਾਣਿ,bahUnyAzcaryyakarmmANi,scaryyakarmmaa.ni,बहून्याश्चर्य्यकर्म्माणि,bahUnyAshcharyyakarmmANi,بَہُونْیاشْچَرْیَّکَرْمّانِ,બહૂન્યાશ્ચર્ય્યકર્મ્માણિ,বহূন্যাশ্চৰ্য্যকৰ্ম্মাণি,ப³ஹூந்யாஸ்²சர்ய்யகர்ம்மாணி,བཧཱུནྱཱཤྩཪྻྱཀརྨྨཱཎི,ବହୂନ୍ୟାଶ୍ଚର୍ୟ୍ୟକର୍ମ୍ମାଣି,বহূন্যাশ্চর্য্যকর্ম্মাণি,bahūnyāścaryyakarmmāṇi,bahUnyAzcaryyakarmmANi,चमत्‍कारान्‌,బహూన్యాశ్చర్య్యకర్మ్మాణి,sign
σημεῖον,102,unigram,neuter,accusative,singular,,,လက္ၐ္မ,លក្ឞ្ម,ลกฺษฺม,ലക്ഷ്മ,ಲಕ್ಷ್ಮ,lakṣma,ලක්‍ෂ්ම,ਲਕ੍ਸ਼਼੍ਮ,lakSma,lak.sma,लक्ष्म,lakShma,لَکْشْمَ,લક્ષ્મ,লক্ষ্ম,லக்ஷ்ம,ལཀྵྨ,ଲକ୍ଷ୍ମ,লক্ষ্ম,lakṣma,lakSma,,లక్ష్మ,sign
