ISO_639_3_Code,Language Name,Wikidata Entity,Leaftop Bible version Id,bible.com/versions,Likely name of bible
ksp,Kabba,Q3915316,830,2818,dnn ke siki tar ke aw are tebbe
kbp,Kabiye,Q35475,832,555,new testament
dtp,Kadazandusun,Q5317225,280,172,buuk do kinorohingan
kbc,Kadiweu,Q18168288,833,584,kadiweu new testament
xtc,Kadugli,Q3407136,892,2494,timidi tumma ma bitingngo nja rawus nja yunan
kbr,Kafa,Q35481,834,2763,kafa linguistics project
cgc,Kagayanen,Q6346422,835,1126,pulong ta dyos genesis daw bag o na kasugtanan
kki,Kagulu,Q11732264,836,1508,dilagano disha ku wanhu wose
agw,Kahua,Q3191906,131,589,buka apuna i lotu katolika
kgp,Kaingang,Q2665734,837,629,top v ra
kgk,Kaiwá,Q3111883,838,611,nhandejary nhe 
kkj,Kako,Q35755,849,1768,mlpi m njambiy jnja mbon
cbv,Kakwa,Q3192052,310,777,dios a jaap naawat tolih
ijn,Kalabari,Q35697,851,2540,fafa babl
kqe,Kalagan,Q18748906,852,1357,e kitab injil
kqe,Kalagan,Q18748906,853,2253,new testament
kmh,Kalam,Q12952550,854,950,kalam baybol buk gor minim nuk kisen angayak
kmh,Kalam,Q12952550,855,1029,mnm komi
kck,Kalanga,Q33672,856,860,bhaibhili yakayengemala
mwp,Kalaw Lagaw Ya,Q2591262,850,1399,minar poelayzimayl
kln,Kalenjin,Q637228,857,1586,bukuit ne tiliil sireet ne dutero kanon
kln,Kalenjin,Q637228,858,1585,bukuit ne tilil
kbo,Kaliko,Q11275553,902,2052,dk muke mungu ve r
xal,Kalmyk Oirat,Q33634,859,2089,shin boocan
nlx,Kalto,Q33361,1299,2790,
kbq,Kamano,Q11732272,861,1236,anumzamofo ruotage avontafere
kms,Kamasau,Q6356117,862,971,nupela testamen long tokples kamasau long niugini
kam,Kamba,Q2574767,863,2773,mbivilia voo mseo
kam,Kamba,Q2574767,864,2772,mbivilia
kam,Kamba,Q2574767,865,2774,yi na mavuku ma nditelokanoni
xbr,Kambera,Q3053279,866,2908,na huratu matua
xla,Kamula,Q10957277,867,1410,kadle yu
soq,Kanasi,Q11732656,868,1198,ina sanaa gagalowa
kqw,Kandas,Q3192590,869,1252,nupela testamen long tokples kandas
gam,Kandawo,Q6361369,870,1137,jisas kandjiyebe wopake
kmu,Kanite,Q12952567,875,987,anumayamoa haegafa alino hagelafilatenea kea
kne,Kankanaey,Q18753329,876,1329,kalin diyos
kan,Kannada,Q33673,2280,1898,irv 2019
kan,Kannada,Q33673,2281,1692,c dot l bible bsi
kan,Kannada,Q33673,2282,1684,bsi j dot v bsi
pam,Kapampangan,Q36121,1472,1141,ing mayap a balita biblia
kpg,Kapingamarangi,Q35771,877,1354,baebel kapingamarangi
kpg,Kapingamarangi,Q35771,878,1368,beebaa dabu
cak,Kaqchikel,Q35115,840,949,gt cakkaqchikel
cak,Kaqchikel,Q35115,841,489,kaqchiquel bible
cak,Kaqchikel,Q35115,842,572,ri dios ncho pa kach abul cheke
cak,Kaqchikel,Q35115,843,531,re cac a testamento pa kachabal
cak,Kaqchikel,Q35115,844,530,ri cac a trato ri xuben ri dios quiquin ri vinek
cak,Kaqchikel,Q35115,845,570,ri cac ac testamento pa kachabel
cak,Kaqchikel,Q35115,846,1519,ri dios ndichaa chaqe pa qachabel wokami
cak,Kaqchikel,Q35115,847,216,ri cac ac testamento pa kachabal
cak,Kaqchikel,Q35115,848,902,ri utzilaj rutzij ri dios pa kachabel
xrb,Kar,Q35716,503,1941,yaha naambiyarfan saba
leu,Kara,Q3192889,879,1668,a turoxoian faui sina piran
leu,Kara,Q3192889,880,1107,a turoxoian faui sina piran
krc,Karachay-Balkar,Q33714,881,2317,syjly inzhil bla zabur
kpj,Karajá,Q10322066,882,725,deuxu rybe tyyriti
kaa,Karakalpak,Q33541,1553,1732,zhaa kelisim
kdj,Karamojong,Q56326,1354,2803,ebaibul
kzr,Karang,Q35681,883,2742,sal in a foyu ke nzak kara
mjw,Karbi,Q56591,884,997,baibel kangthir
kbn,Kare,Q35554,885,2695,feke testament 1947
yuj,Karkar,Q2992906,887,998,kwaromp kwapwe kare kar
btx,Karo language,Q33012,240,35,pustaka si badia
csk,Kasa,Q3446622,822,1549,hulimahu hata ateemit
xsm,Kasem,Q35552,889,1303,xsm w tn d kasm
khs,Kasua,Q6374863,890,1566,kokolo kao tesene solo
kgd,Kataang,Q12953622,891,2356,
kyz,Kayabi,Q6380372,895,616,janeruwarete ga jeeg
kaz,Kazakh,Q9252,2202,2733,2010 kieli kitap
khz,Keapara,Q12952603,897,966,nupela testamen long tokples kalo long niugini
bmh,Kein,Q6383764,898,942,uwait nugau ze naliu
khy,Kele,Q6385549,1080,1496,le nouveau testament in kele lokele 1958
ify,Keley-I Kallahan,Q3192221,140,1450,keley i bible antipolo ifugao
kyq,Kenga,Q35707,903,1158,kitapm kn raa dko kiji ute jeege
xnz,Kenzi,Q20639851,1192,2610,enjil yesu 1912 nubian kenuzi gospels
kxz,Kerewo,Q6393847,905,2758,iesu keriso imo pai dubi naiba kitouti dubu nou pai mea 1941
kyg,Keyagana,Q6398208,908,1105,the keyagana nt and 25 ot books
kjh,Khakas,Q33575,2184,1523,naa mola
khk,Khalkha Mongolian,Q6399808,2156,1590,ariun bibli 2013
khk,Khalkha Mongolian,Q6399808,2157,369,ariun bibli 2004
kfw,Kharam Naga,Q12952906,1298,2786,bible inzootna kathar
kha,Khasi,Q33584,910,2663,ka baibl
kha,Khasi,Q33584,911,1865,khasi cl bible bsi
sch,Khelma,Q37054,1625,2454,pathien lekhabu inthieng chongtung thar
kix,Khiamniungan,Q6401546,912,1058,asio thsamlai
khm,Khmer,Q9205,2311,315,khmer christian bible
khm,Khmer,Q9205,2312,2227,
naq,Khoekhoe,Q13301,913,548,elobmis
nki,Khoirao,Q56374,1877,1880,thukhun thak nt bsi
bgg,Khowa,Q3514220,293,2445,iwo surua mua wie pha bible
cnk,Khumi,Q56308,914,1958,khumi common language bible
dug,Kiduruma,Q35614,493,2199,lagano iphya
kij,Kilivila,Q3196601,926,2062,buki pilabumaboma
kia,Kim,Q35685,927,810,bible kim
kia,Kim,Q35685,928,1022,bible kim
kdl,Kimba,Q3914404,1907,426,kazuwamgbani ka savu n tsikimba n aon a a a angasai a kazuwamgbani ka cau
kmb,Kimbundu,Q35891,929,2669,o mikanda ikola
kqp,Kimré,Q3441210,930,1612,magtubu too to biare to korbi
krj,Kinaray-a,Q33720,931,1489,ang bag o nga kasugtanan
zga,Kinga,Q11005332,933,2312,tesitament mpya mu nzovele jya kknga
kin,Kinyarwanda,Q33573,934,395,bibiliya ijambo ryimana
kin,Kinyarwanda,Q33573,935,387,bibiliya ijambo ryimana d
kin,Kinyarwanda,Q33573,936,351,bibiliya yera
kin,Kinyarwanda,Q33573,937,430,kinyarwanda bibiliya ntagatifu
geb,Kire,Q11129733,938,1371,fhe bakmen kaman kame
okr,Kirike,Q11006763,940,2542,krkn babl
kje,Kisar,Q3197441,942,948,makromod lalap lirna wawan
ktu,Kituba,Q63283489,925,1491,le nouveau testament en kikwango 1950
yom,Kiyombe,Q10961975,957,1617,nkanda wu moyo nguizani yimona ayi minkunga
klu,Klao,Q3914866,959,2830,nyesoaa win
kpw,Kobon,Q11732326,960,1576,mano kam
kog,Kogui,Q3198286,397,1505,jatetshi muldigaba
kpm,Koho,Q3511919,961,2350,sra goh 2018
trp,Kokborok,Q35947,962,1540,bsi kokborok bible re edited bsi
kmm,Kom,Q12952647,966,1542,bsi lekharabu intheng bsi
kmy,Koma,Q35634,963,1774,mi nahaali gbani kmi
kpf,Komba,Q6428239,1069,1238,sigi alip ekap
kxw,Konai,Q11732339,967,1567,godiha ta bolofei
kfc,Konda,Q35679,968,2784,
kfc,Konda,Q35679,969,2423,2006
xon,Konkomba,Q35674,971,1460,uwonbr a gbnp liknl
xon,Konkomba,Q35674,972,1150,uwumbr aagba
kma,Konni,Q35680,973,2421,mi nahaali gbani kmi
kqo,Konobo,Q3915374,1855,1680,kuo dele
nbe,Konyak,Q6430448,974,933,ujao laitep
kpr,Korafe,Q11732347,977,1574,god da geka seka
kpr,Korafe,Q11732347,978,1072,god da geka seka
kor,Korean,Q9176,2357,86,
coe,Koreguaje,Q3198924,979,1571,dios ch o kaphro
bpr,Koronadal Blaan,Q16115430,980,925,i falami kasafne new testament
bss,Kose,Q34806,105,336,mel mekle
kze,Kosena,Q12952663,981,1109,auna aimba simai tarumakain kwasai
kff,Koya,Q33471,985,2785,
ses,Koyraboro Senni,Q35655,1762,1465,songhai de gao bible
krs,Kresh,Q56674,641,2522,ada ka mbaja
rop,Kriol,Q35671,992,1362,kriol baibul
kdi,Kumam,Q6443410,995,1441,baibuli i leb kumam 2013
kdi,Kumam,Q6443410,996,2676,baibuli i leb kumam 2013
kue,Kuman,Q137525,997,1334,yesus kamo wakai
kum,Kumyk,Q36209,2199,1503,syjly kitap yangy razileshivnyu
kup,Kunimaipa,Q6444696,1002,1067,bainetinavoz tep tokatit
xuo,Kuo,Q6445233,1004,1178,mbee saka kuni fie
kto,Kuot,Q56537,1005,996,bais ula mumuru aime iesu
mkn,Kupang Malay,Q18458203,1006,1287,tuhan pung kata kata
key,Kupia,Q6445354,1007,2335,
kuj,Kuria,Q6445968,1008,1814,endagano ehea 1995
kmr,Kurmanji,Q36163,1009,251,kurmanji incil
kmr,Kurmanji,Q36163,1011,2556,peymana nu incil
kmr,Kurmanji,Q36163,1012,2557,pjmana nu inshil
kmr,Kurmanji,Q36163,1013,2817,ngl rz
kru,Kurukh,Q33492,1015,1867,nt bsi
kus,Kusaal,Q35708,1016,2209,winaam gbau ghana
kub,Kuteb,Q35645,1017,2071,kutsingken ira rimam ti saen kyag
pfe,Kutin,Q36377,1489,1237,pere new testament
kdc,Kutu,Q6448634,932,1226,lagano da sambi kwa wanhu wose
kxv,Kuvi,Q3200721,1019,2787,
kyf,Kuya,Q35595,984,1139,wsuslolue loluu sbh
kwd,Kwaio,Q3200796,1020,1248,fatalana god
kwk,Kwakʼwala,Q2640628,1021,2531,kwakwala 4 gospels acts and selections 1897
tnk,Kwamera,Q3200806,1022,1447,nenmwi nari me
kwj,Kwanga,Q3438383,1023,1164,kwanga new testament
kua,Kwanyama,Q1405077,1452,469,ombibeli iyapuki
kwf,Kwara'ae,Q3200829,1024,1904,fau alangainga faolu ana ala anga kwaraae
cwe,Kwere,Q779632,369,1125,biblia chinghwele
kmo,Kwoma,Q11732376,1025,990,god riiti maji kepi
kyc,Kyaka,Q12952690,1026,2063,anatunya buku baepole ole testamene pii lapo dee nuu tesamene
acd,Kyode,Q35256,647,1741,gnth pobthrth gbono wurubuaar gi yg m r anyames m wra m
kir,Kyrgyz,Q9255,939,2328,inzhil ls 2005
quc,K’iche’,Q36494,825,490,quiche bible
quc,K’iche’,Q36494,826,653,ru lok pixab ri dios
quc,K’iche’,Q36494,827,657,ru loq pixab ri dios
lbb,Label,Q3214296,1028,1396,label buk baibel
lac,Lacandon,Q35766,1029,786,a quet u tno a ricbeno
zpl,Lachixío Zapotec,Q6468420,1030,458,stichia diose dialu
lbj,Ladakhi,Q35833,2113,1458,ladakhi
lhu,Lahu,Q35780,1031,91,lahu bible edited
lhi,Lahu Shi,Q25559457,1032,1603,lad hur si liq phu awg suhx
lap,Laka,Q6474528,1033,2067,testament ke siki 1960 kabba laka
leb,Lala-Bisa,Q6480112,1035,2451,chipangano chabwangu
cnl,Lalana Chinantec,Q12953437,1036,836,juu mn e can dios
qvs,Lamas Quechua,Q35880,1556,266,tata diospa mushuk rimanan
lam,Lamba,Q36098,763,947,amashiwi aba lesa
quf,Lambayeque Quechua,Q35519,1038,650,mushuq testamento
lai,Lambya,Q6481626,1039,1607,lambya new testament
lmk,Lamkang Language,Q12952703,1040,1024,ren pauriina
ljp,Lampung,Q49215,1041,2868,perjanjian ampai kabar betik
laj,Lango,Q35670,1042,1974,buk obaa acil ame olwoo ni baibul ame ogeo loko i leb lao
laj,Lango,Q35670,1043,472,baibul 1979
lsi,Lashi,Q6493203,1045,390,lacid common language bible
lat,Latin,Q397,1046,823,vulgata latina
lav,Latvian,Q9078,1047,488,1965 gada bibeles izdevuma revidetais teksts
lav,Latvian,Q9078,1048,2406,glika bibele 8 izdevums
lav,Latvian,Q9078,1049,1669,latvijas bibeles biedriba
llu,Lau,Q3218574,1051,2715,lau new testament
clt,Lautu,Q6502107,1052,2640,lautu new testament
cle,Lealao Chinantec,Q6509365,367,217,jala fahdxadxu him chiah nuha jesucristo salmos
lew,Ledo Kaili,Q35877,1054,2352,buku gasa pojanji nabaru
lgm,Lega-Mwenga,Q14916883,1055,1497,nouveau testament en kilega
lef,Lelemi,Q35585,1056,2442,katti ku kedee
leg,Lengua,Q3121068,516,1476,enhlit bible
leh,Lenje,Q6522666,1058,552,baibo busansulushi bwa libuku ili
lww,Lewo,Q3237321,1059,1606,lologena wo kienane yesu kristo
lez,Lezgian,Q31746,1060,2193,ciji ikrar
mhx,Lhao Vo,Q11149315,1061,356,lhaovo common language bible
njn,Liangmai Naga,Q14194500,1063,1537,bsi masanbo bible bsi
xpe,Liberia Kpelle,Q20527226,986,1479,ala kl maa waai
lik,Lika,Q1530394,1068,2382,agm wambya
lip,Likpe,Q36257,1689,1773,onanto eto kakle ff skple
lif,Limbu,Q56477,1070,252,
lif_dev,Limbu,Q56477,1071,364,yesu khristar kunisaam
lmp,Limbum,Q35801,1072,1240,limbum new testament
kmk,Limos Kalinga,Q18753303,1073,1274,ugud apudyus ti baro tulag
lin,Lingala,Q36217,1074,1964,mokanda na bomoi
lis,Lisu,Q56480,1075,2794,lisu revised bible
lit,Lithuanian,Q9083,1064,419,kan a rubsio ir c kavaliausko vertimas be antrojo kanono knygu
lit,Lithuanian,Q9083,1065,420,eku a rubsio ir c kavaliausko vertimas su antrojo kanono knygomis
lit,Lithuanian,Q9083,1066,310,biblija senasis testamentas naujasis testamentas
lit,Lithuanian,Q9083,1067,321,k burbulio vertimas
lbm,Lodhi,Q6666374,1077,2788,
log,Logo,Q2613477,1078,1834,buku ta tdhslash slash ru yizo dh adhya
rag,Logooli,Q6667767,1095,2888,kitabu kitakatifu
rag,Logooli,Q6667767,1096,2887,kitabu kitakatifu
lom,Loma,Q35885,1081,1456,dee niini
uvl,Lote,Q3259972,1083,1255,tomunga hel heueu ngana
lot,Lotuko,Q56672,1457,2154,ecorit aejuk 2003
dni,Lower Grand Valley Dani,Q12635807,440,2851,ala ane wene ket mene warogo woninapike wene
tac,Lowland Tarahumara,Q15616384,1084,787,onorugame nila ra ichali
loz,Lozi,Q33628,1085,825,bibele ye kenile catholic edition
lex,Luang,Q6695015,1086,1169,puka lululi
lua,Luba-Kasai,Q34173,1904,2918,mukanda wa myidi mukulu
lua,Luba-Kasai,Q34173,1905,2919,mukanda wa nzambi dihungila dikulukulu ne dihungila dihia dihia 2003
knb,Lubuagan Kalinga,Q12953602,1088,2233,ha ugud apudyus
lug,Luganda,Q33368,1089,2182,bibuliya entukuvu
lug,Luganda,Q33368,1090,1423,ekitabo ekitukuvu baibuli
lug,Luganda,Q33368,1091,1829,ekitabo ekitukuvu ekiyitibwa baibuli endagaano enkadde nempya
lug,Luganda,Q33368,1092,1625,endagaano enkadde nendagaano empya
lug,Luganda,Q33368,1093,2808,luganda bible 2003
lug,Luganda,Q33368,1094,2804,luganda dc bible 2003
ruf,Luguru,Q3437661,363,915,laghano lya sambi kwe iwanu wose
lmd,Lumun,Q35777,1099,2493,lon iloporot lokapik natham nrek nnonatham nomarot
lue,Luvale,Q33597,1101,2677,luvale bible 1970
lwo,Luwo,Q56362,1102,1783,anweehd me nyaahn
lee,Lyélé,Q3089032,1104,1772,yi dbr nandul le sb r
mhy,Ma'anyan,Q2328761,1106,2872,kabar maeh ma hanyu janji wau
mdy,Maale,Q795327,1108,1689,maale new testament
mdy,Maale,Q795327,1109,1688,
mas,Maasai,Q35787,1110,1816,biblia sinyati
ffm,Maasina Fulfulde,Q3915322,605,1175,aadi keyri linjiila iisaa almasiihu
mkd,Macedonian,Q9296,2150,311,biblija sveto pismo stariot i noviot zavet
mkd,Macedonian,Q9296,2151,322,dinamichen prevod na noviot zavet na makedonski jazik
mkd,Macedonian,Q9296,2152,1706,sveto evangelie 2008
mkd,Macedonian,Q9296,2153,1696,sveto pismo gavrilova 1990
mkd,Macedonian,Q9296,2154,1501,sveto pismo standardna biblija 2006 66 knigi
mkd,Macedonian,Q9296,2155,1272,sveto pismo standardna biblija 2006 so devterokanonski knigi
mcb,Machiguenga,Q3915441,1113,633,iriniane tasorintsi
wpc,Maco,Q12953684,1114,2813,dios iwene
myy,Macuna,Q3275059,1115,1090,dios oca tuti
mbc,Macushi,Q56633,1116,618,amenan pe paapaya uyetatokon
mda,Mada,Q3915843,1117,1802,rn kpan nyu susw
mmx,Madak,Q3275205,1118,1099,lenavolo lovoang kaala maxat la sam
mad,Madurese,Q36213,1119,2870,alketab e dhalem basa madura
maf,Mafa,Q35819,1120,908,mofa new testament
sgb,Mag-antsi,Q4356243,1121,1282,ya habi ni apo namalyari bayon tsipan ayta mag antsi
blx,Mag-indi,Q1931221,187,2765,bayun tipan sa aytan mag indi
bfz,Mahasu Pahari,Q6733460,1467,2778,nt 
zrs,Mairasi,Q3038645,1131,2924,enggavoter fariri teai ao
mai,Maithili,Q36109,1132,1302,jiven sendesh
mti,Maiwa,Q6737223,1133,360,gae mataiwa
mca,Maká,Q3281043,1112,1108,intata e ijei
mcp,Makaa,Q35803,1134,1143,kalaad zmbi s a gugwaan
mak,Makassarese,Q33643,1135,2871,kitta matangkasa
mgh,Makhuwa-Meetto,Q33604,1136,1673,makua new testament
mgh,Makhuwa-Meetto,Q33604,1137,2761,nleehano nonaanano imeetto mocambique
kde,Makonde,Q35172,364,2375,makonde nt
kde_mz,Makonde,Q35172,1715,1174,ibibiliya mu shimakonde imbodi yaambi na dimbande dya imbodi yakala
msa,Malay,Q9237,205,402,alkitab berita baik
msa,Malay,Q9237,206,377,alkitab berita baik deuterokanonika
msa,Malay,Q9237,207,2271,alkitab versi borneo
msa,Malay,Q9237,208,1859,kitab alkudus injil isa almasih 1866 keasberry
mal,Malayalam,Q36236,2283,1912,
mal,Malayalam,Q36236,2285,1685,c dot l bsi
mal,Malayalam,Q36236,2286,1693,ov bible bsi
mal,Malayalam,Q36236,2287,2431,
mgq,Malila,Q6743679,1147,2566,ulufingo ulupwa
mlt,Maltese,Q9166,1148,2505,il bibbja il kotba mqaddsa
mam,Mam,Q33467,1149,654,acaj testamento el nuevo testamento in mam de todos santos
mam,Mam,Q33467,1150,632,akaj tu jil tyol qman
mam,Mam,Q33467,1151,561,biblia mam de quetzaltenango
mam,Mam,Q33467,1152,491,mam de huehuetenango bible
mam,Mam,Q33467,1153,2278,mam de huehuetenango nueva ortografia
mmn,Mamanwa,Q3206623,1154,1327,ya mga panaba na diyos
mqj,Mamasa,Q6745452,1156,2875,buku masero padandi bakaru
mqj,Mamasa,Q6745452,1157,383,buku masero padandi bakaru
mgr,Mambwe-Lungu,Q626210,1158,1756,amazwi yakwe leza 2013
maw,Mampruli,Q35804,1159,1784,naawunni kunni paalli
xmm,Manado Malay,Q1068112,1145,2749,perjanjian baru bahasa manado
mva,Manam,Q6746851,1160,1232,testamen oauoau
mjl,Mandeali,Q6747931,1161,2769,
lem,Mandi,Q13479983,1367,1775,yss yi bumbenu cameroun
kby,Manga Kanuri,Q12952572,1162,2074,linjila
mmo,Mangga Buang,Q12952294,1163,1089,vakasin moos
mqy,Manggarai,Q3285748,1164,761,bahasa manggarai new testament
mge,Mango,Q713659,1165,2565,ta le lube kunmind k sig
mbh,Mangseng,Q6749147,1166,1122,god ile riong kinnga ponganga nge mangsengre okei
knf,Mankanya,Q35789,1169,1214,ulibra wi nasibai
mev,Mano,Q3913286,1171,2831,we d we d
msk,Mansaka,Q12952800,1172,1246,yang bago na togon kanatu
mnx,Mantion,Q3507964,1766,2873,allah men gos dou menau
glv,Manx,Q12175,626,1780,yn conaant noa 1810
glv,Manx,Q12175,627,1702,yn vible casherick 1819
mlh,Mape,Q6753787,1173,1386,makekerisiere bie qura jojofo gariine
bzh,Mapos Buang,Q2927370,1174,945,mehobop yesu kerisi yi gagek mewis sen vong yam vu hil
arn,Mapudungun,Q33730,1175,355,ngunechen tani kume dungu
arn,Mapudungun,Q33730,1176,520,ngunechen ni kume dungu
nma,Maram,Q56378,1177,1023,karanu kabi samtam
mar,Marathi,Q1571,2248,1910,irv 
mar,Marathi,Q1571,2249,2143,cl new testament bsi
mar,Marathi,Q1571,2250,1686,rv re edited bible bsi
qvm,Margos-Yarowilca-Lauricocha Quechua,Q25559675,1555,265,mushog testamento
dad,Marik,Q6763404,1179,349,mata ifenya n od
nng,Maring Naga,Q12952908,1180,1544,bsi khyingei putlou bsi
myx,Masaaba,Q12952814,1182,2184,ibayibuli ingwalaafu
myx,Masaaba,Q12952814,1183,2183,ibayibuli ingwalaafu
msb,Masbateño,Q33948,1185,1222,an maayo na barita hali sa dios
klv,Maskelynes,Q3297282,1186,1247,n kel gti n veveu nsorun sigot len nsorun t uluveu
klv,Maskelynes,Q3297282,1187,1771,n kel gti n veveu nsorun sigot len nsorun t uluveu
mcn,Massa,Q56668,1184,557,bibalda ta peldetta
mfh,Matal,Q3501751,1188,2205,wakita zezagela wakita aa makes vok slawda mawga cameroun
mbt,Matigsalug,Q6787447,1189,1002,meupiya ne panugtulen bibliya ne matigsalug
met,Mato,Q3299190,1190,2360,urana xuana
mcf,Matsés,Q2981620,1191,631,esuquidistu chuiquin tantiamete
hlt,Matu Chin,Q12952942,1193,2489,matu chin new testament 2006
mfe,Mauritian Creole,Q33661,1255,344,nouvo testaman dan kreol morisien
mhl,Mauwake,Q6794095,1196,1405,yeesus opor eliwa
mav,Mawé,Q6794475,1660,619,new testament
mbl,Maxakalí,Q3029682,1197,612,topa yog tappet
yan,Mayangna,Q3302929,1198,285,papang yulni
ayz,Maybrat,Q4830892,1129,2398,watum ro tuhan bosi ro tna
mfy,Mayo,Q56729,1199,1348,diosta nooki yorem nokpo
mdm,Mayogo,Q6797580,1200,2648,gandja na mba
ifu,Mayoyao,Q12953579,1201,1330,hapit apo jos
maz,Mazahua,Q36228,345,846,nu o jna mizhocjimi nu mama ja ga cja e jesucristo
mzl,Mazatlán Mixe,Q25559728,1235,357,new testament in mixe of mazatlan
myb,Mbay,Q3033565,1203,444,bible mbai 1980
gai,Mbore,Q6799756,1204,1779,rara aetaniacna kam wemba la
mqb,Mbuko,Q3502213,1205,456,aban am wiya awan
mna,Mbula,Q3303572,1207,1340,anutu sua kini potomaxana
mbu,Mbula-Bwazza,Q3913324,1206,1835,malemce mefele mala akuli kurcau mebeshe
mck,Mbunda,Q34170,1208,627,livulu lya shukulu kalunga
gun,Mbyá Guaraní,Q3915584,1209,1066,nhanderuete ayvu ikya e y vae
mek,Mekeo,Q3304803,1210,1336,mauni mamaga iifaga
med,Melpa,Q36166,1211,1000,got nga nambua ik kai
mee,Mengen,Q3305831,1213,1031,piunga ba bonga a pau
meq,Merey,Q3502314,1214,1168,dzam weeye
mgo,Meta',Q36054,1215,2179,fso fi
mxv,Metlatónoc Mixtec,Q53482453,1216,1790,tuun na kindoo tata yo jesucristo xi in yo
ote,Mezquital Otomi,Q23755711,1456,258,ra rayo testamento
mic,Mi'kmaq,Q13321,1218,802,gelulg glusuaqan gisiteget agnutmugsigw
zam,Miahuatlán Zapotec,Q13541830,1219,861,testament cub co nac dis ndac chen tad jesucrist
mpt,Mian,Q12952846,1220,1167,gode dowan wengobe
ncl,Michoacán Nahuatl,Q2896217,1221,737,ilajtulisli yancuic totata jesucristo
dnt,Mid Grand Valley Dani,Q12952359,1222,2852,allah ane wenw ket meke warogo wokninakhikhe wene
mpp,Migabac,Q11732448,1223,870,wapongte mic yowa gbolicne
mvn,Minaveha,Q6863278,1225,1261,awaeha vovouna minaveha movia
hto,Minica Huitoto,Q948514,1226,1061,juzinamui nuera uai
myk,Minyanka,Q36187,1155,1140,karig m nivon
mwl,Mirandese,Q13330,1227,1764,evangelhos em mirandes
mrg,Mishing,Q3316328,1229,1078,anu lugod
mpx,Misima,Q6875666,1228,1482,buki bwabwalena
miq,Miskito,Q1516803,1230,433,dawan bila aiska
miq,Miskito,Q1516803,1231,298,dawan bila aiska
zaw,Mitla Zapotec,Q3053288,1232,774,xtidxcoob dios ni biadna dad jesucrist
zpm,Mixtepec Zapotec,Q7414598,1239,745,diidz ne rdeed guielmban
lus,Mizo,Q36147,1241,1048,common language
lus,Mizo,Q36147,1242,253,old version bible
mfq,Moba,Q19921578,1243,2237,yiesu lbmnn mul ni
moc,Mocoví,Q3027906,1244,332,laqaatqa ni qota olec qotaolecand qotaolec novita na qomyipi
ell,Modern Greek,Q36510,2133,921,h agia grafh sth dhmotikh filos pergamos
ell,Modern Greek,Q36510,2134,173,h agia grafh palaia kai kainh dia8hkh
ell,Modern Greek,Q36510,2135,346,h agia grafh me ta deyterokanonika palaia kai kainh dia8hkh
ell,Modern Greek,Q36510,2136,423,h kainh dia8hkh toy kyrioy kai swthros hmwn ihsoy xristoy kata neoellhnikhn apodosin
arb,Modern Standard Arabic,Q56467,2216,153,sharif arabic bible
arb,Modern Standard Arabic,Q56467,2217,1714,true meaning arabic
arb,Modern Standard Arabic,Q56467,2218,67,ltrgm laarby lmshtrk
arb,Modern Standard Arabic,Q56467,2219,1665,ltrgm laarby lmshtrk maa lktb lyonny
arb,Modern Standard Arabic,Q56467,2220,1981,ltrgm lktholyky lysoaay
arb,Modern Standard Arabic,Q56467,2221,13,lktb lmkds
arb,Modern Standard Arabic,Q56467,2222,14,lktb lmkds tkhfyf tshkyl
arb,Modern Standard Arabic,Q56467,2223,195,aa m lktb lmkds ltrgm laarby lmbst
arb,Modern Standard Arabic,Q56467,2224,101,ktb lhy
mif,Mofu-Gudur,Q1365132,1245,1785,mejewey mey mawiya
moz,Mokilko,Q3440403,1266,2433,gergiko
mkl,Mokole,Q36047,1247,1034,akabuu titi idei ilaa
mox,Molima,Q3319495,1248,1257,yaubada ena vona gwalagwalana
lol,Mongo,Q112893,1249,2917,bonkanda wa nzakomba
lol,Mongo,Q112893,1250,1495,the new testament in mongo nkundu 1958
njo,Mongsen Ao,Q28433,144,1008,ao naga c dot l bible bsi
nmh,Monsang,Q6902496,1253,1868,ethar ttongdeen nt bsi
crm,Moose Cree,Q3446671,1428,483,
mop,Mopan Maya,Q36183,1254,630,leec ada u tan a dios a tumulbene
ary,Moroccan Arabic,Q56426,2213,558,ltrgm lmghrby lkysy
mos,Mossi,Q36096,1257,1217,sebr songo
mua,Moundang,Q36032,1270,863,version revisee avec note explicatives
kpx,Mountain Koiali,Q6925030,1258,1074,iesu keliso hotoe tumu
nmo,Moyon,Q6927748,1261,1046,ithar chonghak
cmr,Mro,Q16889978,1262,2473,mro mro new testament 2006
aoj,Mufian,Q3507881,1263,958,basef buwami godi
aoj,Mufian,Q3507881,1264,952,basef buwami godi
bmr,Muinane,Q3027894,1265,523,moocaani iij
mzm,Mumuye,Q36021,1268,2069,nyaa sh laa a 
mwq,Mün,Q331340,1290,2642,cho bible common language 2016
unx,Munda,Q36264959,1269,2792,
mnf,Mundani,Q35839,1271,2208,mengaa kekweele fi mbma
muh,Mündü,Q35981,1291,1792,to ngu muru ka me bete gina ngu s sudan
myu,Munduruku,Q746723,1272,662,deus ekawntup kawn iisuat ekawn
mtq,Muong,Q3236789,1273,2567,tin thch lenh cho mol mng 2020
mur,Murle,Q56727,1274,2383,zz o joowo
huu,Murui Huitoto,Q2640935,1275,596,jusinamui uai jusinamui jito rafue illa rabenico
mse,Musey,Q56328,1277,1130,boy lonana
